Security Code,Security Name,Company Name,Ex Date,Purpose,DPS,Record Date,BC Start Date," BC End Date	",ND Start Date,ND End Date,Actual Payment Date
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,14-Mar-17,Interim Dividend - Rs. - 1.2500,1.25,15-Mar-17,-,-,7-Mar-17,14-Mar-17,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,8-Nov-17,Interim Dividend - Rs. - 2.0000,2,9-Nov-17,-,-,2-Nov-17,8-Nov-17,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,6-Mar-18,Interim Dividend - Rs. - 1.3000,1.3,7-Mar-18,-,-,27-Feb-18,6-Mar-18,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,30-Oct-18,Interim Dividend - Rs. - 2.1000,2.1,31-Oct-18,-,-,24-Oct-18,30-Oct-18,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,18-Mar-19,Interim Dividend - Rs. - 1.4000,1.4,19-Mar-19,-,-,12-Mar-19,18-Mar-19,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,11-Feb-20,Interim Dividend - Rs. - 2.1000,2.1,12-Feb-20,-,-,5-Feb-20,11-Feb-20,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,17-Mar-20,Interim Dividend - Rs. - 1.4000,1.4,18-Mar-20,-,-,11-Mar-20,17-Mar-20,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,4-Feb-21,Interim Dividend - Rs. - 2.1000,2.1,5-Feb-21,-,-,29-Jan-21,4-Feb-21,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,30-Mar-21,Interim Dividend - Rs. - 1.4000,1.4,2-Apr-21,-,-,25-Mar-21,30-Mar-21,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,25-Mar-22,Interim Dividend - Rs. - 3.7500,3.75,28-Mar-22,-,-,21-Mar-22,25-Mar-22,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,2-Feb-23,Interim Dividend - Rs. - 5.0000,5,2-Feb-23,-,-,27-Jan-23,2-Feb-23,-
