Date,News_items
2017-06-21 00:00:00,"['Honda Cliq is India’s most affordable scooter - Autocar Professional', 'Ford import Focus small car from China in 2019 - CNBC', 'Jeep Compass: Top things that make the Compass stand out from the competition - The Financial Express', 'Yamaha’s new YZ450F can now be tuned through a smartphone and we’re not joking! - The Financial Express', 'Ex-Newcastle Falcons rugby captain Doddie Weir reveals motor neurone battle - Chronicle Live']"
2017-06-22 00:00:00,"['Harley-Davidson enters race to buy Italian rival Ducati: sources - Reuters', 'Honda Cliq first ride review - Overdrive', '2017 Jeep Compass road test review - Overdrive', 'Porsche 911 Carrera 4S Drag Races 670 HP Roush Mustang with ... - autoevolution', 'Ole Miss Buys Baptist Hospital in $22 Million Deal - Memphis Daily News']"
2017-06-23 00:00:00,"['Comparison: Yamaha FZ25 vs TVS Apache RTR 200 4V - Overdrive', 'TVS Apache RR 310S (Akula 310) set for launch in July; price likely ... - IBTimes India', 'India may well have 1000 firms with GreenCO ratings by 2022 - The Financial Express', 'How to increase car mileage: These driving tips can help you save upto 25 % money - The Financial Express', 'Official bookings for DSK Benelli 302R started - The Asian Age']"
2017-06-24 00:00:00,"['Report: Harley-Davidson eyes Ducati - Motor Authority', '10th generation Honda Accord sketch revealed, debut on 14th July - The Financial Express', 'Upcoming 150 cc bikes in India, check price, specs and images - The Financial Express', 'Volvo Cars relaunches Polestar as separate electric car brand - HT Auto', '2017 Royal Enfield customs: Custom Classic 500 by Inline3 ... - Overdrive']"
2017-06-25 00:00:00,"['After Bajaj Auto and Royal Enfield, Honda to slash two-wheeler price - IBTimes India', 'New 2018 BMW X3 images leak before official unveil on 26th June - The Financial Express', 'Technics SL-1200GR turntable, for DJs or audiophiles or both? - CNET', ""Ubereats, Menulog, Deliveroo: Perth's meal delivery rip-off or revolution? - PerthNow"", 'Mecânico de RO cria peça que economiza até 40% do combustível em motos - G1']"
2017-06-26 00:00:00,"['TVS, Royal Enfield Lower Prices On Bikes.Details Here - NDTV Profit', 'When brands look to comedians to up the LOL factor in digital ad campaigns - Zee Business', 'Cuánto CO2 puede llegar a emitir un volcán - Xataka']"
2017-06-27 00:00:00,"['Alto growth helps Maruti Suzuki gain more market share in mini car segment - Zee Business', 'Ducati to launch the Multistrada Enduro Pro in July 2017; the most expensive Enduro in the country - The Financial Express', 'GST rollout: Registration window reopens for 3 months, heres how you can do it - Zee Business', 'Diwakar Travels given clean chit after accident that killed 11 - The Hans India', 'Bajaj Pulsar NS 160 to launch in India in July 2017: Check out its specifications and features - India.com']"
2017-06-28 00:00:00,"['Bike prices in India: ex-showroom prices of motorcycles from Bajaj, Honda, Hero MotoCorp, TVS and Royal Enfield - The Financial Express', 'New Yamaha Fazer 250 launch in October, expected price, competitors and features - The Financial Express', 'The 2018 Callaway Corvette AeroWagen: It’s red, hot, fast and beautifully ridiculous! - The Financial Express', 'US designating Hizbul chief Syed Salahuddin as global terrorist unjustified: Pakistan - The Financial Express', 'Sky Sports to revamp around thematic channels - Broadband TV News']"
2017-06-29 00:00:00,"['TVS Motor Company Starts Three-wheeler Export To Sri Lanka - BW Businessworld', 'TVS ties up with Abans Auto to launch 3-wheeler in Sri Lanka - BusinessLine', 'Past presidents agree, this surprising rule is one of the worst parts of running the country - CNBC', 'Dhinchak Pooja could soon get lessons from Delhi Traffic Police, here’s why - The Financial Express', 'Jon Olsson Rolls-Royce Wraith | Pictures, Performance, Specifications - Digital Trends']"
2017-06-30 00:00:00,"['New TVS Apache RR 310S spied on video, launch in July 2017 - The Financial Express', 'Sachin Tendulkar launches new BMW 5 Series at ₹49.9 lakh: Launch highlights - HT Auto', 'Hyundai and Cisco drive towards the connected car - ZDNet', 'GST effect on two-wheelers: Will bike and scooter prices come down ... - IBTimes India', 'Yamaha’s new scooter Nozza Grande spied, India launch soon - The Financial Express']"
2017-07-01 00:00:00,"['New Pulsar NS160: Bajaj Auto sharpens fight with TVS, Honda and Suzuki in 150cc-200cc segment - Autocar Professional', 'TVS Apache RR 310S instrument cluster revealed, launch date, specs and features - The Financial Express', 'BMW readying an all-electric car to take on Tesla’s Model 3 - The Financial Express', 'Pre-GST jitters slow Maruti Suzuki’s June sales, but Ciaz sees 41% growth - HT Auto', 'Image gallery: Off-roading in the Western Ghats - Overdrive']"
2017-07-02 00:00:00,"['7 cars and bikes launching in India in July 2017: From Benelli 302R ... - IBTimes India', 'Renu Desai: Pawan Kalyan and I will not be a couple again - The Hans India', 'GST Impact on cars: Change in price of Maruti, Hyundai, Tata and Mahindra Cars - The Financial Express', 'eSpin Sport Electric Bike Review - Digital Trends', 'Sunseeker Yacht Lineup for Cannes - Robb Report']"
2017-07-03 00:00:00,"['Fueled by crowdfunding, LightSpeed Mobility powers into the e-bike ... - YourStory', 'Q Acoustics Rocks $10K Speaker Market With Concept 500 - - SmartHouse']"
2017-07-04 00:00:00,"['GST impact on bikes: TVS announces price cuts up to Rs 4,150 across model range - The Financial Express', 'GST rates: Car and bike makers announce price cuts of up to Rs3 lakh | Mint - Mint', 'Early Diwali? Honda & Ford cut car prices as GST kicks in - Business Today', 'Motorsports in India: A growing sport that needs support - The Financial Express', 'Crashing a fine looking BMW 5 Series into a Camaro to call it a ... - Motoroids']"
2017-07-05 00:00:00,"['Universal Robots bullish on India market; expects to sell 1000 co-bots within 5 years - ETAuto', 'One-Off Lamborghini Aventador S Debuts At Goodwood Festival Of ... - Motoroids', 'GST rate on gold at 3% too much? Could boost smuggling, illegal buying of bullion, jewellery - The Financial Express', '2017 Force Gurkha Xplorer first drive review - Overdrive', 'Honda And Hitachi Finalize Agreement To Develop EVs - CarScoops']"
2017-07-06 00:00:00,"['GST effect: TVS Motor cuts prices marginally - Deccan Chronicle', 'You may soon run your private car as UberPool or OlaShare but there is one problem - Zee Business', 'Spec comparison: 2017 Mercedes-Benz GLA vs BMW X1 vs Audi Q3 vs Volkswagen Tiguan - Overdrive', 'New electric buses to be a part of Gurugram public transport - The Financial Express', 'Suzuki Motorcycles launches Let’s in dual tone colour, price starts at Rs 48,193 after GST Impact - The Financial Express']"
2017-07-07 00:00:00,"['Nissan cuts vehicle prices by up to 3 per cent - Deccan Chronicle', 'Rs 1.12 crore for two wheels and a motor! What makes the Ducati 1299 Superleggera so special? - The Financial Express', 'Say Hello To What Could Be The Fiat Linea Successor’s Behind - Motoroids', 'GST Impact on Tata Motors: Does it make sense to buy a Tata car after a discount of over Rs 2 lakh - The Financial Express', 'GST Impact on the Toyota Fortuner, price cut of up to Rs 2.58 lakh on select variants - The Financial Express']"
2017-07-08 00:00:00,"['Dhan Dhana Dhan: Here is how you can still get free data on Reliance Jio - Zee Business', 'GST impact: Indian Motorcycle cuts prices of 3 models by up to Rs2.21 lakh | Mint - Mint', 'GST impact on the Hyundai Creta, price cut of up to Rs 37,000 - The Financial Express', 'Best driving roads: From Mumbai to Pawna Lake - Overdrive', ""Continental's in-car sound system replaces speakers with actuators - What Hi-Fi?""]"
2017-07-09 00:00:00,"['Top honours for Sethu, Menon, Aravind - The Hindu', ""It's Not Rocket Science, Steaming Hard-Boiled Eggs Makes Peeling ... - Digital Trends""]"
2017-07-10 00:00:00,"['Autocar’s Rishaad Mody wins in TVS media race - Autocar India', 'Best Scooters Money Can Buy For About INR 50k Or Less - Motoroids', 'Railways: Humsafar Express between Bhubaneswar & Bengaluru to start soon - The Financial Express']"
2017-07-11 00:00:00,"['New TVS Apache 160 spied, launch soon in India - The Financial Express', 'Prasad, Mandody dominate Euro17 and LGBF4 in round 1 of JK National Racing - Autocar India', 'Hyundai organises Free Car Care Clinic from 12th to 21st July 2017 - The Financial Express', 'Renault Kwid electric to launch in China, will the new GST structure enable its entry to India - The Financial Express', 'The new 2018 Audi A8 global unveil tomorrow, BMW 7 Series and Mercedes-Benz S-Class watch out - The Financial Express']"
2017-07-12 00:00:00,"['GST effect on Hybrid cars: No change in plans for hybrid vehicles post GST: Toyota - The Financial Express', 'Vijay Mallya quits as India’s top representative to FIA - Hindustan Times', 'Tata Motors launches small commercial vehicles Ace XL, Ace Mega XL and Ace Zip XL - The Financial Express', 'Mercedes-Benz GLC43 AMG Coupe to launch on 21st July, here’s why you need to watch out for this German powerhouse - The Financial Express', 'Singapore’s 15-Story Supercar Vending Machine Elevates the Buying Experience - Robb Report']"
2017-07-13 00:00:00,"['GST effect on hybrid cars: Volvo will continue to introduce new hybrid cars in India - The Financial Express', 'AT&T partners with NetComm Wireless on rural broadband ... - ZDNet', 'The Super 73 Scout e-bike is a city cruiser for the future - Circuit Breaker', 'Volvo V90 Cross Country launched in India check price, features, specifications - The Financial Express', 'Five things you should know about the Jeep Compass before its India launch - Overdrive']"
2017-07-14 00:00:00,"['Facelifted TVS Apache RTR 160 spotted - Autocar India', 'GST: Mercedes-Benz Revises Prices of All Models, Check New Prices Here - News18', 'Tata Motors shelves production of Tamo Racemo - The Financial Express', '2017 Volkswagen Tiguan road test review - Overdrive', ""Railways Launches India's First 1600 HHP Solar DEMU Train - India.com""]"
2017-07-15 00:00:00,"['Suzuki Access 125 launched in new matte colours - Overdrive', '2017 Skoda Octavia variants and features explained - Overdrive', 'Netgear Orbi RBK50 Covers Your Home With Strong WiFi (Review ... - Rambling Thoughts', 'Yamaha FZ25 cruising in India; records sale of 11477 units in 4 ... - IBTimes India', 'Alemi trains youth in skills - New Vision']"
2017-07-16 00:00:00,"['TVS Motor gets patent related to headlamp mounting arrangement - Business Standard', 'Review: Win-Win Corporations by Shashank Shah - Hindustan Times', 'Ford F-150 Raptor inspirado em caça F-22 será leiloado - R7.com']"
2017-07-17 00:00:00,"['Yamaha YZF-R25 spotted internationally, India launch in 2018 - The Financial Express', 'Detroit at Crossroads 50 Years After Riots Devastated City - Voice of America - VOA News', 'Four Seasons Private Jet Adds a New World of Adventure for 2018 - Robb Report', 'Teresa Guilherme: “Pode viver-se com mais conforto, mas ninguém fica rico como apresentador” - N-TV']"
2017-07-18 00:00:00,"['TVS Motor to invest Rs 500 crore in operations, new two-wheelers to launch soon - The Financial Express', 'TVS to launch new scooter & new-gen engine this year - Report - indianautosblog.com', 'Kitna Deti Hai Champions: Most Fuel Efficient Two-Wheelers in India - Motoroids', 'TVS Apache RR 310S (Akula 310) spied testing with BMW G 310 R ... - IBTimes India', 'BMW G 310 R India launch in early 2018, G 310 GS to follow - IBTimes India']"
2017-07-19 00:00:00,"['Top 5 scooters you can buy - Autocar India', 'Online rental marketplace RentoMojo raises $10 mn from Bain ... - VCCircle', 'MV Agusta Brutale 800 launch in India tomorrow, to compete with Triumph Street Triple S and Kawasaki Z900 - The Financial Express', 'Auto Expo 2018: Hyundai cars on display - The Financial Express', 'Indian unveils new Scout Bobber - Autocar India']"
2017-07-20 00:00:00,"['INDIA SALES ANALYSIS: GST casts a shadow over sales in June - Autocar Professional', '5 upcoming full-faired bikes in 2017 - The Asian Age', 'MV Agusta Brutale 800 launched at Rs 15.59 lakh - Autocar India', 'Fooling the speed guns just got more difficult, Kerala police to soon use camera to camera speed detection system - The Financial Express', 'New 2018 Indian Scout Bobber is out! India launch, expected price and everything else you need to know - The Financial Express']"
2017-07-21 00:00:00,"['All New Ducati Scrambler Desert Sled Launched In India - Motoroids', 'Kinaxia Logistics buys Mark Thompson Transport - Motor Transport', ""Re-refining oil is a big deal in Brazil — Here's why - CNBC"", '10 Israeli start-ups that are gunning for the self-driving car market - CNBC', 'Heesen Delivers Hybrid Superyacht Home - Robb Report']"
2017-07-22 00:00:00,"['Facelifted Kia Sorento launched in South Korea - Overdrive', 'New Xtremenasium ninja obstacle course, trampoline park to open ... - WDRB', 'At Reliance Industries AGM, Kokilaben turns emotional as Mukesh pays tribute to father Dhirubhai Ambani - The Financial Express', ""AJ's Grayton Beach not like other AJ's - The Northwest Florida Daily News"", ""At Speed In Classic Recreations' Pro-Touring 1966 Shelby GT350CR - Ford Muscle""]"
2017-07-23 00:00:00,"['2018 Subaru Crosstrek Review: All New and Fantastic - Digital Trends', 'These STEM coding toys will entertain your kids while teaching them about programming and robotics - Digital Trends', 'VW amplia série Pepper para linha 2018 do up! e da Saveiro - R7.com']"
2017-07-24 00:00:00,"['Audi recalls 8.5 lakh V6 and V8 diesel engine cars - The Financial Express', ""Sony Koov: Powerful (But Pricey) Robot Kit for Kids - Tom's Guide""]"
2017-07-25 00:00:00,"['Ashok Leyland wins Rs 650 crore order from KSRTC for over 3,000 buses - Zee Business', 'This new Mercedes-Benz E-Class is a go anywhere SUV with an all wheel drive system - The Financial Express', 'Report: 2019 Ford Mustang Shelby GT500 Has 680 HP ... - autoevolution', 'Chris Hemsworth Drives A Formula E Race Car | Video And More - Digital Trends', '2018 Infiniti Q50 First Drive Review - Digital Trends']"
2017-07-26 00:00:00,"['Racing with TVS at the RTR One Make Championship - Autocar India', 'What is Aamby Valley City, the Subrata Roy led Sahara Group owned project that may be auctioned - The Financial Express', 'Rambo Bikes Are Built for Extreme Backcountry Adventures - Digital Trends', 'DSK Benelli 302R launched in India at Rs 3.48 lakh; check out ... - IBTimes India', '2018 IndyCar Race Car | Photos, Details, Specs, And More - Digital Trends']"
2017-07-27 00:00:00,"['Indias average internet connection speed among the lowest in the world - Zee Business', '2017 Ford EcoSport’s clear images emerge for the first time, to launch by year end - The Financial Express', '2017 Datsun redi-Go 1.0-litre launched in India at Rs 3.57 lakh - Overdrive', 'Shielding against electromagnetic and RF interference for safety ... - Military & Aerospace Electronics', ""Can I Recycle That? - dos and don'ts about what to put in the... - Volume One""]"
2017-07-28 00:00:00,"['Inside the world’s most expensive motorhome with cocktail bar, 20 TVs and gold-encrusted interior... - The Sun', 'DSK Benelli to launch two more new models this year - The Financial Express', 'Image gallery: Tata Nexon first drive review - Overdrive', 'Kathryn Bigelow Turns the Hollywood Spotlight to ‘Detroit’ for Film’s Premiere - Hollywood Reporter', '2017 Royal Enfield customs: Custom Classic 500 by Bombay ... - Overdrive']"
2017-07-29 00:00:00,"['Vivo Pro Kabaddi League 5: Why sponsors are paying and playing willingly - Firstpost', 'Rolls-Royce Phantom: eight generations of luxury - Autocar India', 'Why Porsche is trading Le Mans for Formula E - Alphr', '2017 Rolls-Royce Phantom VIII revealed - Overdrive', 'Artists reflect pain and consequences of Detroit riots - PBS NewsHour']"
2017-07-30 00:00:00,"['Bajaj Pulsar NS200 might get ABS in 2018 - The Financial Express', ""Here's where to speed if you want to beat a ticket in NYC - New York Post"", ""'No, it will not squash you.' Transforming homes unfold from a cube in minutes - Digital Trends"", 'Ferrari Driver Wrecks Supercar Just An Hour After Collecting It - Digital Trends', 'Knalpot Remus Hypercone untuk BMW G310R Dongkrak Tenaga 3 ... - Naik Motor']"
2017-07-31 00:00:00,"['Kawasaki Z900 review: A knockout deal at ₹7.6 lakh - HT Auto', 'Is the traffic police on the right track? - Overdrive', 'GST already positively impacting the transport sector, says PM Narendra Modi - Autocar Professional', 'Indian Motorcycle Set Three Land Speed Records Before Speed Week - Digital Trends', 'Find Instructions Hidden In Your CPU - Hackaday']"
2017-08-01 00:00:00,"['Ford CEO Hackett is reviewing future products, plants, countries: Sources - CNBC', 'Jeep Compass launched in India, check price, features, interior and pictures - The Financial Express', '2017 Jeep Compass launched in India at Rs 14.95 lakh - Overdrive', 'Maruti Suzuki Dzire ZDI+ AGS long term review: Introduction - Overdrive', 'Jeep Compass diesel automatic launch by January 2018 - The Financial Express']"
2017-08-02 00:00:00,"['BookMyShow acquires digital entertainment firm Nfusion - Business Standard', 'Royal Enfield 750cc motorcycle spied again, might launch this year as the Continental GT 750 - The Financial Express', 'Jeep Compass: Should Tata Hexa and Mahindra XUV 500 really be worried? - The Financial Express', ""Key props from TV's Stella are being auctioned for charity - Wales Online"", 'Security Flaws Found in 2G Modems Used by BMW, Ford, Infiniti ... - BleepingComputer']"
2017-08-03 00:00:00,"['India becomes Honda’s largest 2-wheeler manufacturing base - HT Auto', '2017 Bajaj Pulsar NS160 road test review - Overdrive', ""Magnus Walker has 25 Porsches that could be worth $7.5 million, but he's not selling - CNBC"", 'Apple $261 billion cash reserve more than at least 100 countries; Twitterati has ideas on what it can do with that money - The Financial Express', 'A Famed Formula 1 Ferrari and Indy 500 Lotus to Land at Bonhams Auction - Robb Report']"
2017-08-04 00:00:00,"['SCOOP! New TVS electric scooter spied - Autocar India', 'Bajaj launches Platina ES Spoke trim at Rs 42,650 - Autocar India', ""This calculator reveals how much money you could save with Ikea's ... - Alphr"", '2017 BMW 320d Edition Sport launched in India at Rs 38.60 lakh - Overdrive', '2017 Jeep Compass deliveries to start in India from August 6, 2017 - Overdrive']"
2017-08-05 00:00:00,"['SAE India hosts two-wheeler conference in Bangalore - Autocar Professional', 'Hyundai to launch Next Gen Verna on August 22; opens for pre-bookings - Zee Business', ""First pictures of TVS electric scooter out in Jupiter's cloth ... - IBTimes India"", 'Honda’s new Royal Enfield competitor motorcycle will be out by as early as 2020! - The Financial Express', 'Royal Enfield 750cc spied again but this time with a retro-styled variant - The Financial Express']"
2017-08-06 00:00:00,"['Discovery launches JV with TEN: The Enthusiast Network - Broadband TV News', ""How New York Post readers helped save a toddler's life - New York Post"", 'Study Reveals Many Passengers Do Not Wear Seat Belts - DriveSpark']"
2017-08-07 00:00:00,"['No need for govt employees to visit bank to start pension: Govt - Zee Business', 'Safexpress opens state-of-the-art logistics park in Hyderabad - Autocar Professional', 'How Formula E Is Affecting Motor Sports | Opinion - Digital Trends', 'Maruti Suzuki Baleno is the second highest selling car in India - Overdrive', 'Suzuki Gixxer SF ABS bookings open - The Hans India']"
2017-08-08 00:00:00,"['Maruti Suzuki puts troubles firmly behind as shares, car sales soar | Mint - Mint', 'Autistic golfer Simon Seungmin Lee dreams of Green Jacket at Masters - Hindustan Times', 'Mazda to put autonomous-driving technology in all models by 2025 - CNBC', 'United Spirits CEO Anand Kripalu FY17 salary at Rs 12.78 cr, hike of 8% - The Financial Express', 'Royal Enfield 750 – best picture yet - Visordown']"
2017-08-09 00:00:00,"['TVS Jupiter Classic edition launched at Rs 55,266 - The Financial Express', 'Bajaj Auto Ties Up With Triumph Motorcycles - Forbes India', 'TVS Jupiter Classic Edition Launched For Rs 55,266 - BW Businessworld', 'TVS Jupiter Classic Edition Launched for Rs 55,266 - News18', 'Swadeshi Jagran Manch Asks For Boycott Of Digital Wallet Paytm - Inc42 Media']"
2017-08-10 00:00:00,"['Bajaj, TVS and other top 5 Indian motorcycle companies with foreign ... - IBTimes India', 'India Kawasaki aims at rapid retail expansion - Autocar India', 'Mazda introduces Skyactiv-X, world’s most fuel-efficient petrol engine but no spark plugs! - The Financial Express', '\ufeffCarberry Motorcycles launches 1000cc Royal Enfield V-twin engine at Rs 4.96 lakh - The Financial Express', 'Maruti’s 660cc Alto: Will it come to India, and what it means to the buyer if it does? - The Financial Express']"
2017-08-11 00:00:00,"['Independence Day Car discounts in August: Almost Rs 1 lakh off on hatchbacks - The Financial Express', 'Exclusive video: Carberry with 1,000cc V-Twin Royal Enfield engine sounds great and goes fast too! - The Financial Express', ""Should you live in an RV? Here's why some young people are ... - Mic"", 'Skoda Kodiaq, Octavia RS and Rapid Monte Carlo to be launched this year - The Financial Express', '2018 Land Rover Range Rover Velar First Drive Review - Digital Trends']"
2017-08-12 00:00:00,"[""2018 BMW G 310 R Buyer's Guide | Specs & Price - Ultimate Motorcycling"", 'Sensex ends over 300 points lower, Nifty ends above 9700; metals ... - domain-B', 'NASCAR boss gives Kyle Larson some great Knoxville news - Des Moines Register', 'Small farm landholdings prevent economies of scale - The Financial Express', ""World's cheapest car from Bajaj to come sooner than expected ... - IBTimes India""]"
2017-08-13 00:00:00,"['Hero MotoCorp lines up 3 new scooter models to take on Honda | Mint - Mint', 'TVS to launch hybrid scooter in December 2017 followed by electric ... - IBTimes India', 'Why we haggle over private vs. public space at the Iowa State Fair - Des Moines Register', 'Google Glass is back, but for these people the AR wearable never ... - TechRadar', 'Petrol-engine drones pack serious power - MyBroadband']"
2017-08-14 00:00:00,"['Hero MotoCorp lines up 3 new scooter models to take on Honda - ETAuto', 'Himatsingka Seide: A consistent performer with a solid outlook - Moneycontrol', 'BMW Motorrad recalls 29,000 motorcycles over faulty reflex reflector - The Financial Express', 'When Bajaj Dominar 400 decided to make fun of Royal Enfield ... - IBTimes India', 'RSS-BJP against Presidential rule in Kerala, says senior RSS leader Pranth Karyavah Gopalankutty Master - The Financial Express']"
2017-08-15 00:00:00,"['TVS launches Jupiter Classic Edition - The Asian Age', 'Hero MotoCorp gearing up to conquer Indian scooter segment with ... - IBTimes India', 'Gorakhpur Hospital Tragedy: All you need to know - Moneycontrol', 'Kia showcases its model lineup as part of dealer roadshow in India - The Financial Express', 'Hike in cess to impact growth of global models in India: Honda - The Financial Express']"
2017-08-16 00:00:00,"['Hero Dare 125cc scooter may be sold as Aava in India: Report - IBTimes India', 'Classic ‘Del Boy’ Ford Capri has a fully-stocked 1970s cocktail bar in the back... - The Sun', 'Carberry Motorcycles, motores con más potencia para las Royal ... - SoyMotero.net', 'TVS Hybrid Electric Scooter To Hit Indian Roads Soon | Check Price ... - Chandigarh Metro', '主打年輕首購族，Toyota Yaris ATIV 正式在泰國發表 - 7Car 小七車觀點']"
2017-08-17 00:00:00,"['70 companies with pre-1947 roots | Mint - Mint', ""TVS Apache RR310S' patent image sheds light on BMW inspired ... - IBTimes India"", 'How Royal Enfield became the top-selling big bike in the world - New Atlas', 'After winning with KTM, can Bajaj Triumph again? - Moneycontrol', 'Sketches of Volkswagen T-ROC SUV unveiled, to make its global debut on 23rd August - The Financial Express']"
2017-08-18 00:00:00,"['PM Narendra Modi calls start-ups to join in governance - Business Standard', 'TVS Apache RR310 S design sketch surfaces online - Motoroids', ""India Becomes World's Largest Motorcycle Manufacturer - RideApart"", '2018 Volkswagen Polo interior spied, India launch expected next year - The Financial Express', 'Asus ZenFone Zoom S dual camera smartphone launched in India at Rs 26,999 - Zee Business']"
2017-08-19 00:00:00,"[""BMW unveils the 4th-gen Z4 concept car at Pebble Beach Concours d'Elegance - Overdrive"", '17 clever ways brands are cashing in on the eclipse - CNBC', 'Is the Bugatti Chiron the Ultimate Dream Machine? - Robb Report', '2018 Honda Fit First Drive Review - Digital Trends', 'Vision Mercedes-Maybach 6 Cabriolet | Pictures, Specs, Range, Price - Digital Trends']"
2017-08-20 00:00:00,"['This Gorgeous New E-Bike Is Inspired by Classic Board Track Racing Motorcycles - Robb Report', 'MV Agusta F3 800 BS-IV version to go on sale in India soon ... - IBTimes India', ""VW re-imagines the '60s Microbus with this new, all-electric van - CNBC"", 'Where Should You Watch The Rams? Check Out Our Los Angeles Rams Bar Map - Turf Show Times', 'Dodge Rolls Off Final Example Of The Viper - DriveSpark']"
2017-08-21 00:00:00,"['Honda gets ready to Cliq in Tamil Nadu - Autocar Professional', 'Typhoo Tea targets Rs 100 cr revenue in India in 3-4 years - The Financial Express', 'Tata Tiago AMT review: When life gives you traffic, just AMT - The Financial Express', 'Bosch 48-Volt Hybrid | Technology Explained, Review - Digital Trends', 'BMW G310R di Malaysia Lebih Murah Rp20 Jutaan dari Indonesia - VIVA.co.id']"
2017-08-22 00:00:00,"['Coca-Cola’s digital journey - The Financial Express', 'Top ten selling cars in India: Maruti Suzuki sold 4,945 units every day in July 2017 - The Financial Express', 'Image gallery: 2017 Yamaha Fazer 25 launched in India - Overdrive', 'Family of late MLA Manmeet Bhullar gets tour of school bearing his name - CBC.ca', 'Mercedes-AMG GT R launched in India at Rs 2.23 crore - Overdrive']"
2017-08-23 00:00:00,"['TVS sets new stunt record with Apache - Autocar India', 'Fiat Chrysler Automobiles denies being approached by Great Wall Motor for acquisition - The Financial Express', 'अपनी सबसे महंगी और पावरफुल बाइक लॉन्च करने जा रही है यह कंपनी.. - दैनिक जागरण (Dainik Jagran)', '2017 Yamaha Fazer 25 vs Bajaj Pulsar RS200: Specifications comparison - Autocar India', 'New report shows how many accidents, injuries collision avoidance systems prevent - CNBC']"
2017-08-24 00:00:00,"['TVS Apache RTR 200 4V ABS FI variant teased; gets official website [Update] - indianautosblog.com', 'Bajaj Auto launches fourth variant of its most affordable CT100 commuter bike - Autocar Professional', 'After the Hexa, the Mahindra XUV 500 takes a dig at the Jeep ... - Motoroids', 'India overtakes China to become largest motorcycle manufacturer - Visordown', 'Here’s how Tata Nano can still become a global rockstar - The Financial Express']"
2017-08-25 00:00:00,"['The new Volvo XC40 will change the way you store your things ... - Motoroids', 'Yamaha launches Fazer25 - Visordown', '2018 Hyundai Verna 1.6D diesel first drive review - Overdrive', 'Audi changes car names to lower confusion but you might now be more confused - The Financial Express', 'Royal Enfield Continental GT 750 spied yet again, India launch likely later this year - The Financial Express']"
2017-08-26 00:00:00,"['Mahindra, Tata Motors try to take on competition from Jeep Compass in latest ads - Zee Business', 'Yamaha expects mid-size motorcycles to attract more first-time buyers - Report - indianautosblog.com', 'New Hyundai Verna review: A worthy rival to Honda City and Maruti Ciaz - HT Auto', ""'They took the most random stuff': Prince Albert family picking up pieces after 'surreal' break and enter - CBC.ca"", 'Mercedes-AMG GT R first drive review - Overdrive']"
2017-08-27 00:00:00,"['Suzuki unveils facelift version Alivio Pro(Maruti Suzuki Ciaz) at 2017 Chengdu Motor Show - The Financial Express', 'Ashok Leyland FAT 6x6 first drive review - Overdrive', 'First bike from Triumph-Bajaj likely to be Royal Enfield Continental ... - IBTimes India', 'Police boost patrols around home of $758.7 million Powerball winner - CNBC', 'Motivo Engineering uses teamwork to achieve the impossible - Digital Trends']"
2017-08-28 00:00:00,"['The Gotham Project Superyacht is Becoming a Reality - Robb Report', 'Gun-toting drones, remotely hijacked cars: Is this the future of murder? - Global News', 'A change for tyres - Otago Daily Times', '100 Years of Hotel Trends - TravelPulse', '2018 Harley-Davidson 115th Anniversary Limited Editions - Digital Trends']"
2017-08-29 00:00:00,"['This Kolhapur dealer aims to double his turnover to Rs 2000 crore by 2020 - ETAuto', 'Travelogue: Visiting India Gate and Delhi War Cemetery in the Hyundai Xcent - Overdrive', ""Boston's Logan May Charge Airport Passenger Drop-off and Pick-up ... - Digital Trends"", 'Die Marke Nordmende kommt zurück - WELT', 'Una Yamaha eléctrica ¿pronto? Proyecto E-Kizuna y la PES1 - SoyMotero.net']"
2017-08-30 00:00:00,"['TVS Logistics eyes $1-billion revenue in 3 years - Business Standard', 'TVS Stryker 125 showcased at the Nepal Auto Show 2017 - indianautosblog.com', 'Have multiple loans? This what you need to look at before closing them - Zee Business', 'Several performance cars roll into India, but sales still lag - Zee Business', 'New BMW i3 and sportier i3s on show at the 2017 Frankfurt Motor ... - Alphr']"
2017-08-31 00:00:00,"['Honda bikes aim at middle segment - Business Standard', '2018 Suzuki Vitara facelift spied testing, Maruti likely to launch it next year - The Financial Express', 'Confederate Motors Closing Business Due To Its Name - Digital Trends', 'The Adler Suprema is Like a Pocket-Size Superyacht - Robb Report', ""Here's how Daimler is evolving its tiny Smart car for self-driving - The Verge""]"
2017-09-01 00:00:00,"['Trimulgherry Lake gasping for breath - The Hans India', 'Ten things we learnt in August 2017: From new Hyundai Santro to Rolls Royce going pink - The Financial Express', 'Mumbai rains: What to do if your car is submerged in flood water - The Financial Express', 'Comparison: Jeep Compass vs Hyundai Creta - Overdrive', 'Comparison: BMW M3 vs Mercedes-AMG C 63 S - Overdrive']"
2017-09-02 00:00:00,"['Two-wheeler sales August 2017: Check out how Royal Enfield, Hero ... - IBTimes India', 'Rs 33,000 per month can now help you own Rs 45-lakh worth JLRs Jaguar XF - Zee Business', 'Mercedes-AMG Project One: 1000 hp road car with Formula One tech to debut at Frankfurt Motor Show - The Financial Express', '2017 Skoda Octavia RS 230 first drive impressions - Overdrive', 'Exclusive: 2018 Audi Q5 first drive review - Overdrive']"
