Date,News_items
2021-05-30 00:00:00,"['Kymco RKS 150 maxi-scooter unveiled at Beijing Motor Show - BikeWale', 'Saietta Showcases In-Wheel Motor Technology - carandbike', 'Honda Motorcycle And Scooter India Resumes Production At Select Plants In A Phased Manner - carandbike', '2022 Yamaha Zuma 125 off-road scooter: Details Explained - BikeWale', '2021 Benelli 302R: Image Gallery - BikeWale']"
2021-05-31 00:00:00,"['TVS Motor Company expands in Iraq, launches two new products - Moneycontrol', 'SIP Stock ALERT! Make Strong Investment Portfolio by Magadh Sugar and Energy Limited; know the targets by M... - Zee Business', '5 Door Mahindra Thar expected by 2023 - The Hans India', 'Zongshen Cyclone RG3 showcased again - BikeWale', 'How to build your own 150 km/h electric motorcycle: DIY instructions for Rs 724 - The Financial Express']"
2021-06-01 00:00:00,"['TVS Motor expands presence in Iraq with new showroom in Baghdad - The Hindu', 'TVS Motor Company opens 3S showroom in Baghdad, Iraq - HT Auto', 'TVS expands in Iraq: HLX 150, Max 125 and these bikes, scooters on sale - The Financial Express', 'TVS expands its dealership reach in international market - BikeWale', 'BMW X7 M50d Dark Shadow Edition launched at Rs 2.02 crore - EVO India']"
2021-06-02 00:00:00,"['TVS Motor total sales down 30 per cent in May - BusinessLine', 'TVS Motor Company two-wheeler sales grow 174.67% to 154,416 units in May 2021 - HT Auto', 'TVS Motor Company registers sales of 166,889 units in May 2021 - ETAuto', 'TVS Motor May 2021 Sales Decline MoM - Apache, Jupiter, Ntorq, iQube - RushLane', 'Yamaha Motor slashes price of FZ 25 bike range by up to Rs 19,300 - Business Standard']"
2021-06-03 00:00:00,"['TVS Motor Company Expands its Presence in Iraq, Opens New Showroom - indianautosblog.com', 'Auto industry falls on the second wave of Covid-19 and bleeds - ETAuto', 'Yamaha’s FZ25 and FZS 25 are now the most affordable 250cc bikes in India! - India Today', 'This 250cc Sport Bike Looks Like A BMW S 1000 RR And Costs A Tenth Of It - ZigWheels', 'Best Electric Scooters in India! Goes up to 110 kilometres on full ... - Zee News']"
2021-06-04 00:00:00,"['Lockdown Affects Sales Of Major Two-Wheeler Makers - Motoroids', 'A chat with Madras Crocodile Bank’s new director - The Hindu', '2021 Skoda Octavia India launch on June 10 - EVO India', 'Mukesh Ambani takes no pay in FY21 - The Hans India', 'MG6 XPower revealed: The race car inspired sports coupe you can buy soon - The Financial Express']"
2021-06-05 00:00:00,"['Two Wheeler Sales May 2021 - Hero, Bajaj, TVS, Honda, Royal Enfield - RushLane', 'TVS and BMW Teaming On New 300cc ADV Bike? - ADVrider', 'State-run CESL to supply EVs to Goa, Kerala and Andhra | Mint - Mint', '2021 Bajaj Pulsar NS160: Pros and Cons - BikeWale', 'Upcoming bikes in India launching in June 2021: Pulsar 250, FZ-X, next-gen Classic 350 & more - The Financial Express']"
2021-06-06 00:00:00,"['CESL signs pacts with Goa and Kerala to procure electric two- and three-wheelers | Mint - Mint', 'Goa and Kerala to deploy a fleet of more than 30,000 electric vehicles - HT Auto', 'CESL inks pact with Goa, Kerala to buy 30,000 electric two- and three-wheelers - Autocar Professional', 'World Environment Day 2021: Top 5 Electric Two-Wheelers You Can Buy In India - carandbike', 'Tesla Model 3 To Launch In India By 2021-End, Testing To Begin Soon - GaadiWaadi.com']"
2021-06-07 00:00:00,"['Kinetic Green, Hero Electric, M&M unit eye India’s biggest EV contract | Mint - Mint', 'Hero MotoCorp launches Hunter bikes for Nigerian market - Business Standard', 'F1 2021: Perez wins explosive Azerbaijan GP as Verstappen, Hamilton lose out - The Financial Express', ""Tesla Model S Plaid, 'world's fastest car', shatters another record - HT Auto"", 'Gujarat’s Statue of Unity to become India’s first electric-vehicles-only zone - HT Auto']"
2021-06-08 00:00:00,"['TVS signs MoU with CESL for EV charging station network in India - The Financial Express', 'Hopeful of coming out of PCA framework soon: UCO Bank MD - Business Today', 'Skoda begins rolling out new Kushaq from Pune plant - Autocar Professional', 'Rakesh Jhunjhunwala Portfolio Pick: Check target price of this TOP PERFORMING auto share - Zee Business', 'Stock Market Highlights: Sensex jumps 228 points, Nifty ends above 15,750 led by IT, banks - CNBCTV18']"
2021-06-09 00:00:00,"['TVS iQube to be available in 20 cities by March 2022 - Times Now', 'BMW unveils production-spec iX electric SUV - EVO India', 'Mercedes-Benz launches Maybach GLS in India for Rs 2.43 crore - EVO India', 'Piaggio reveals technical specifications and variant details of One e-scooter - HT Auto', 'Ford To Offer New Maverick Compact Pickup Standard As Hybrid - carandbike']"
2021-06-10 00:00:00,"['TVS Ntorq 125 no cost EMI scheme available till 15 June - BikeWale', 'Garena Free Fire redeem codes update: Check how to use redemptions in the OB28 version - Zee Business', ""Benelli's first electric motorcycle revealed in China - BikeWale"", 'CLARIFICATION ISSUED: Tata Motors highlights that TATA NEXON diesel variant is extremely popular in India - Zee Business', 'Honda Livo Now Offered With A Cashback Of Rs. 3,500 - carandbike']"
2021-06-11 00:00:00,"['TVS NTorq 125 Available at No Cost EMI Offer - Details Inside - indianautosblog.com', 'Two Wheeler Retail Sales May 2021 - Hero, Honda, TVS, Bajaj, RE, Suzuki, Yamaha, Jawa, BMW - RushLane', 'TVS Ntorq 125 currently available with no cost EMI scheme - Times Now', 'Top 10 two-wheeler manufacturers in May 2021 and their market share - The Financial Express', 'Jaguar introduces new F-PACE in India at Rs 70 lakh - EVO India']"
2021-06-12 00:00:00,"['Electric two-wheelers now more affordable after govt revises FAME II subsidies - HT Auto', 'Toyota Motor aims fully carbon-neutral manufacturing plants by 2035 - HT Auto', ""Suzuki's partner Haojue to launch new 300cc cruiser in China - BikeWale"", 'Tata Motors Supplies 25 Winger Ambulances To The Health Department Of Gujarat - carandbike', 'TVS বাইকে দুরন্ত Offer! অতি অল্প ডাউনপেমেন্টে কিনে ফেলুন TVS Apache RTR 160 - News18 বাংলা']"
2021-06-13 00:00:00,"[""TVS NTorq 125 launched with 'no-cost' EMI scheme - HT Auto"", 'Govt increases FAME II subsidy on electric two-wheelers, manufacturers welcome the move - India Today', 'F1: Mercedes To Announce George Russell As Bottas Replacement ... - carandbike', 'Porsche’s new 911 GT3, Skoda Octavia, Merc GLA vs rivals and all the 3 Series’ headline the June ’21 issue of evo India - EVO India', 'Fifth generation Kia Sportage SUV revealed globally - EVO India']"
2021-06-14 00:00:00,"['TVS Ntorq No Cost EMI Scheme Announced; Tomorrow Last Date To Avail - GaadiWaadi.com', 'Skoda Kushaq/VW Taigun To Spice Things Up In Petrol SUV Segment - GaadiWaadi.com', 'DHFL shares stop trading on NSE, BSE; existing stock worth zero now - The Financial Express', 'MV Agusta could resurrect Cagiva-Elefant brands - BikeWale', 'Meet The Latest 650cc ADV From China - ZigWheels']"
2021-06-15 00:00:00,"['TVS rolls out ""Rs 49 a day"" scheme for the XL100 - India Today', 'Here are some premium commuter motorcycles you can buy - Deccan Herald', 'TVS Apache RTR 200 4V available with savings of up to Rs 10000 - BikeWale', 'Hyundai Alcazar launch on June 18 - EVO India', 'Adani Group Shares Latest News: DRAMA! Market Guru Anil Singhvi DECODES fall and recovery of these shares - Zee Business']"
2021-06-16 00:00:00,"['TVS Motor cuts electric scooter prices in Bengaluru, Delhi - BusinessLine', 'TVS Motor slashes price of iQube electric scooter by Rs 11,250 - Business Standard', 'TVS cuts price of iQube e-scooter by ₹11,250 - The Hindu', 'TVS iQube price reduced in wake of FAME II updates - Times Now', 'घर लाइए TVS का शानदार टू-व्हीलर, कीमत महज 49 रुपये रोजाना! - Aaj Tak']"
2021-06-17 00:00:00,"['TVS Motor introduces EMI scheme for XL100 i-Touchstart - Autocar Professional', 'For the first time, two-wheeler exports overtake domestic sales - BusinessLine', 'TVS Iqube Electric Scooter Price: TVS के इस स्कूटर पर 11 हजार रुपये से ज्यादा की छूट, जानें कीमत - Aaj Tak', 'Buzzing Stocks: Power Grid, Tata Steel, Aurobindo Pharma and other stocks in news today - Moneycontrol', 'Okinawa Autotech cuts e2W prices by Rs 7,200-17,800 - The New Indian Express']"
2021-06-18 00:00:00,"['TVS Motor launches its electric scooter in Chennai - BusinessLine', 'TVS Motor launches TVS iQube Electric in Chennai - The Statesman', 'TVS Motor launches TVS iQube Electric at INR 1.15L in Chennai - ETAuto', 'Lush forest in Hosur welcomes students - Deccan Herald', 'New TVS XL 100 EMI Offer Launched - At Just Rs 49 Per Day - RushLane']"
2021-06-19 00:00:00,"['Augmented reality: TVS to bring all models under ARIVE platform - The Financial Express', 'Yamaha launches FZ-X; ex-showroom prices start at Rs 1,16,800 - Business Standard', 'FAME II subsidy revision sees electric two-wheeler makers cut prices - Autocar Professional', 'Top 5 Motorcycles To Buy From The 200 cc Segment - carandbike', 'Godrej & Boyce launches mobile calibration lab services for auto industry - Autocar Professional']"
2021-06-20 00:00:00,"['TVS iQube Electric Scooter Price: टीवीएस का इलेक्ट्रिक स्कूटर हो गया इतना सस्ता, जानिए नयी कीमत और फीचर्स - प्रभात खबर - Prabhat Khabar', 'Top 10 Motorcycles May 2021 - Splendor, Pulsar, Apache, CB Shine - RushLane', 'Yamaha YZF-R15, MT-15 and others to get Bluetooth connectivity - BikeWale', 'MoRTH Notifies Uniform Format For Issuance Of PUC Certificate Across India - carandbike', ""2022 Toyota Tundra's Images Leaked Ahead Of Global Debut - carandbike""]"
2021-06-21 00:00:00,"['Stock Markets on Monday - Market Guru gives insights on the week ahead; watch out for THESE LEVELS in Nifty... - Zee Business', 'Top 25 Selling 2-Wheelers In May 2021 - MotorBeam.com', 'Jitendra Electric Scooter JMT1000HS Price Cut To Under Rs 62k - RushLane', 'KCR holds meeting with officials and leaders in Siddipet tour, says ... - The Hans India', 'Dainik Bhaskar signs a large deal with Honda Motor Cycles and Scooters - BestMediaInfo']"
2021-06-22 00:00:00,"['All you need to know about bulk deals - BusinessLine', 'SLIGHT RELIEF! Mustard oil prices see temporary softening but party unlikely to continue for households bey... - Zee Business', 'Top-Selling 150cc Bikes In May 2021 - MotorBeam.com', 'Grab looks to drive electric vehicle adoption with Hyundai Motor - ZDNet', 'Maruti S-Presso Digitally Imagined As A Cute Little Beach SUV - GaadiWaadi.com']"
2021-06-23 00:00:00,"['Paisabazaar launches Step Up Credit Card with SBM Bank India; Know how consumers will be benefited - Zee Business', 'Hyundai Alcazar Vs MG Hector Plus – Detailed Price Comparison - GaadiWaadi.com', 'A Tesla Model S Plaid with a quad-motor powertrain is likely. Know more about it - HT Auto', 'Yamaha To Offer Bluetooth Connectivity System On All Its Models - carandbike', 'Enterprising students from KL Deemed to be University develop First ... - Punekar News']"
2021-06-24 00:00:00,"['ZF’s divestment of full stake in Brakes India completed - BusinessLine', 'TVS May 2021 Sales, Exports Breakup - Apache, XL 100, Sport, Jupiter, Scooty - RushLane', 'Top 10 Motorcycles 200cc To 500cc May 2021 - Classic, Pulsar, Meteor, CB350 - RushLane', '2022 Honda Monkey 125: Details Explained - BikeWale', ""Patent reveals new details of Suzuki's electric scooter - HT Auto""]"
2021-06-25 00:00:00,"['हर महीने 1,555 रुपये देकर घर लाएं TVS की ये किफायती बाइक्स, 100% फंडिंग के साथ होगी 5,000 रुपये की बचत - Hindustan', 'Tata Motors Guenter Butschek to step down as CEO & MD from June 30; Other major rejig to follow - Zee Business', '2022 Ferrari 296 GTB unveiled – V6-hybrid to pack 818bhp punch - EVO India', '2021 BMW 5 Series facelift launched at Rs 62.9 lakh - EVO India', 'New-Gen Honda Civic Hatchback Unveiled With Many Upgrades - GaadiWaadi.com']"
2021-06-26 00:00:00,"['TVS Apache RTR 160 4V: Road Test Review - BikeWale', 'सरकार के फैसले के बाद इस राज्य में मिलेगी सबसे सस्ती बाइक - NBT नवभारत टाइम्स (Navbharat Times)', 'TVS Zeppelin Cruiser Design Copycat From China - New 500cc ... - RushLane', 'Electric scooters with range up to 240KM --Check Ola, Yamaha ... - Zee News', 'Xianglong JSX500i Is A Chinese Clone Of TVS Zeppelin Concept - GaadiWaadi.com']"
2021-06-27 00:00:00,"['2021 TVS Apache RTR 160 4V: A Stark Improvement - ZigWheels', 'कॉपी कैट चाइना ने फिर चुराया डिजाइन, टीवीएस की इस बाइक का बना डाला डुप्लीकेट.. - दैनिक जागरण (Dainik Jagran)', 'Andhra Pradesh: A Boy who swept away by drain water in Guntur ... - The Hans India', 'Suzuki Burgman Electric Scooter Patent Leak - New Details Revealed - RushLane', 'Mercedes-Benz USA Accidentally Puts Out Data From Nearly 1,000 Customers - carandbike']"
2021-06-28 00:00:00,"['Google, FB to appear before Parliamentary Panel on IT ... - Zee Business', '2021 Skoda Kushaq launched at Rs 10.49 lakh - EVO India', 'Skoda Kushaq launched at ₹10.49 lakh, takes on Hyundai Creta and Kia Seltos - HT Auto', 'Skoda Kushaq: What To Expect - carandbike', 'KIMS shares list 22% above IPO price: Krishna Institute of Medical Sciences makes stellar market debut - The Financial Express']"
2021-06-29 00:00:00,"['नो-कॉस्ट EMI पर मिल रही TVS की अपाचे RTR 160 4V, जानें डीटेल - Hindustan', 'TVS Apache RTR 160 4V available with no-cost EMI offer - BikeWale', 'Aston Martin reveals racetrack-focused Valkyrie AMR Pro hypercar - EVO India', 'Bizzare! TVS Zeppelin’s Chinese copy is out before the original bike: Pictures, all details - The Financial Express', 'Hyderabad-Based Start-up Gravton Launches Quanta Electric Motorcycle, Priced At Rs. 99,000 - carandbike']"
2021-06-30 00:00:00,"['2021 TVS Apache RTR 160 4V: Review Image Gallery - BikeWale', 'FAME II: GST Reduction Leads To Price Drop Of Rs. 28,000 On Electric Scooters - ABP Live', 'Asia’s longest high-speed test track inaugurated in Pithampur: All about 11.3 km NATRAX facility - The Financial Express', 'Porsche Cayenne Turbo GT revealed – 631bhp pure IC flagship debuts - EVO India', 'TVS showcased the Zepellin concept at Auto Expo: The Chinese have already copied it! - CarToq.com']"
2021-07-01 00:00:00,"['TVS iQube Electric scooter now available in four Indian cities. Details here | Mint - Mint', ""TVS iQube electric scooter launched in Chetak Electric's home turf of Pune - HT Auto"", 'TVS iQube electric scooter launched in Pune: Undercuts Ather 450X price - The Financial Express', 'TVS iQube Electric scooter launched in Pune, here are all the details - India Today', 'How Does The TVS Apache RTR 160 4V Square Up Against The Hero Xtreme 160R? - ZigWheels']"
2021-07-02 00:00:00,"['TVS Motor Company sells 238,092 units of two-wheelers in June - HT Auto', 'Two-wheeler sales pick up in June 2021: Royal Enfield registers 13% growth, TVS up 25% - The Financial Express', 'TVS iQube launched in Pune at Rs 1.11 lakh inclusive of FAME II subsidy - Moneycontrol', 'TVS iQube इलेक्ट्रिक स्कूटर: देश के तीसरे शहर में हुआ लॉन्च, टॉप स्पीड ... - अमर उजाला', 'Pent-up demand powers PV sales in June - Autocar Professional']"
2021-07-03 00:00:00,"['TVS Motors Edges Lower After Sales Rise 27% In June 2021 - NDTV Profit', 'Norton Motorcycles Support University Of Warwick Electric Bike Project - carandbike', 'Ather Energy in expansion mode, targets to increase production - Business Standard', 'Asia’s longest test track facility inaugurated in Pithampur, Madhya Pradesh - EVO India', 'Mercedes-AMG E 53 and E 63 S due for India launch on July 15 - EVO India']"
2021-07-04 00:00:00,"['Next-Gen Ford Endeavour To Get 3.0L V6 600NM Diesel Engine - GaadiWaadi.com', 'Exterior look Is Very Important In Selling Used Car, By Some Small ... - Punekar News', 'The Skoda RE-X1 Kreisel Is An All-Electric Rally Car - carandbike', 'Asia’s longest high-speed track in Indore: All you need to know - HT Auto', 'F1 2021: Verstappen dominates Austrian GP qualifying, Norris starts P2 for McLaren - The Financial Express']"
2021-07-05 00:00:00,"[""5 Qs With TVS Motor's R Anandakrishnan On Building An Inclusive ... - BW Businessworld"", 'Your weekly dose of bike updates: Yamaha FZ-X vs FZ S ... - BikeWale', 'Two-wheeler sales see uptick in June but will demand sustain? - Autocar Professional', 'Hyundai Palisade Rendered in its Facelifted Avatar to Look Fresh - GaadiWaadi.com', 'Honda likely to be working on Africa Twin 1100 with turbocharger - BikeWale']"
2021-07-06 00:00:00,"['First Norton bikes to roll out before September: TVS Motor - Moneycontrol', 'Two Wheeler Sales June 2021 - Hero, Honda, Bajaj, TVS, Royal Enfield - RushLane', 'Two-wheeler sales surge marginally in June, reviving Covid situation boosted - HT Auto', 'Rimac to develop Bugatti Chiron replacement - EVO India', '2022 BMW S 1000 RR unveiled; gets new colours, M chassis kit - Autocar India']"
2021-07-07 00:00:00,"['TVS Motor launches NTORQ 125 Race XP edition. Check features and other details | Mint - Mint', 'TVS Motor launches TVS Ntorq 125 Race XP scooter - Deccan Herald', 'TVS Motor Company launches tech-loaded, powerful TVS NTORQ 125 Race XP - ThePrint', 'TVS Motor expects swift recovery from second Covid wave, poised for growth - HT Auto', 'आवाज़ पर हुक़्म मानने वाला पहला स्कूटर, TVS Motors ने लॉन्च किया ये नया मॉडल - Aaj Tak']"
2021-07-08 00:00:00,"['TVS launches NTORQ 125 Race XP, priced at INR 83,275 - ETAuto', 'TVS Ntorq 125 Race XP launched at Rs 83,275 ex-showroom - EVO India', 'TVS Ntorq 125 Race XP Launched: Dual Personality - Motoring World', 'TVS Ntorq 125 Race XP: नई टेक्नोलॉजी से लैस पावरफुल स्कूटर लॉन्च ... - अमर उजाला', '2021 BMW CE 04 electric maxi-scooter unveiled - EVO India']"
2021-07-09 00:00:00,"['Amazon to host flagship sale event Prime Day in India on July 26-27 - Business Standard', 'TVS Racing announces rookie category at the TVS One Make Championship - India Today', 'Two Wheeler Retail Sales June 2021 – Hero Electric, Honda, Bajaj, TVS, Royal Enfield - RushLane', 'TVS Ntorq का नया एडिशन देखा आपने? दमदार पावर के साथ मिलेंगे हाइटेक फीचर्स - प्रभात खबर - Prabhat Khabar', 'Bajaj Dominar 400 Touring Edition Spied At Chakan Plant; Launch Soon? - GaadiWaadi.com']"
2021-07-10 00:00:00,"[""TVS Ntorq 125 Race XP: What's new? - BikeWale"", '2021 Toyota Fortuner Legender GR Sport Trim On Cards, Spied On Test - GaadiWaadi.com', 'RIL, financials and weak global cues weigh on Sensex; Nifty slips below 15,700; Infibeam tanks 3%, Tata S... - Economic Times', 'WhatsApp Tricks, Tips: GUIDE: How to forward WhatsApp status videos, pictures? Check simple steps - Zee Business', 'BMW CE-04 electric scooter: Details Explained - BikeWale']"
2021-07-11 00:00:00,"['BMW CE 04 Electric Scooter Unveiled – 5 Things To Know About It - GaadiWaadi.com', '2022 Ford EcoSport Facelift Rendered Based On Spy Shots - GaadiWaadi.com', 'Bikes to see at Festival of Speed - Goodwood Road and Racing', 'Upcoming Harley-Davidson Custom 1250 motorcycle to be called H-D Sportster S - HT Auto', 'Ethanol: Pros And Cons Of The Biofuel - ZigWheels']"
2021-07-12 00:00:00,"['The Green Pivot | Ola Electric: Charged to compete, but will it be a disruptor in 2Ws? - Moneycontrol', '2021 TVS Ntorq 125 Race XP – 5 Things You Should Know About It - GaadiWaadi.com', '2021 Hyundai i20 Era Exterior & Interior Detailed In Walkaround Video - GaadiWaadi.com', 'Revolt Motors begins delivering new batch of RV400 electric bikes to customers - HT Auto', 'Bajaj Chetak electric scooter to be launched in Nagpur soon: Booking steps explained - The Financial Express']"
2021-07-13 00:00:00,"['Fully-faired TVS Apache RR 200 revealed for TVS One Make ... - BikeWale', 'New TVS Ntorq 125 Race XP: Image Gallery - BikeWale', 'PM Kisan Yojanas 9th Instalment: Important update for beneficiaries to check status online on pmkisan.gov.i... - Zee Business', 'Automotive industry’s prospects in times of a pandemic: Faster, more sustainable rebound on cards - The Financial Express', 'Three Wheeler Sales June 2021 - Bajaj, Piaggio, Mahindra, TVS, Electric Vehicles - RushLane']"
2021-07-14 00:00:00,"['Honda Grazia prices increased in India; costs more than TVS Ntorq ... - BikeWale', 'Terra Motors joins hands with FCC Corp to develop EVs, parts in India - HT Auto', 'Mahindra launches Bolero Neo at Rs 8.48 lakh - EVO India', 'Electric two-wheelers gets huge tax cut in Maharashtra - BikeWale', 'Sunra EV Miku Max Is One Funky Little Electric Scooter - ZigWheels']"
2021-07-15 00:00:00,"['TVS Ntorq 125 Race XP: What else can you buy? - BikeWale', 'Sunra Robo-S: The Chinese doppelganger of TVS iQube with 135 km range - The Financial Express', '2021 Land Rover Discovery launched in India at Rs 88.06 lakh - EVO India', ""Ola's first electric scooter likely to be called Series S - BikeWale"", 'हर रोज महज 75 रुपये के खर्च में घर लाएं बेस्ट सेलिंग स्कूटर TVS Jupiter, देती है 15% ज्यादा माइलेज - Hindustan']"
2021-07-16 00:00:00,"['TVS Motor to invest Rs 1,000 cr to manufacture electric vehicles - Business Today', 'TVS Motors Goes Big On EV Manufacturing In India; To Invest Rs 1,000 Crore In Separate And Dedicated Vertical - Swarajya', 'A week with the TVS iQube - Overdrive', 'Exports energise Bajaj Auto, TVS numbers in April-June 2021 - Autocar Professional', 'TVS, Mahindra & Mahindra To Develop Flex-Fuel Motorcycle Engines - RideApart']"
2021-07-17 00:00:00,"['TVS iQube Electric Scooter To Go On Sale At 1,000 Dealers By March 2022 - RushLane', 'Covid 2.0 can crash 2-wheeler growth by 50% - Fortune India', 'TVS Ntorq 125 Race XP vs Other variants: Top 5 differences - BikeWale', 'Sona Comstar And IRP Nexus To Collaborate For Developing Magnet-Less Electric Motor Technology - carandbike', 'BS6 Benelli TRK 502 Road Test Review: Globetrotting on a budget, the Italian way! - The Financial Express']"
2021-07-18 00:00:00,"['TVS Apache Prices Hiked Once Again – Check Latest Prices [July 2021] - GaadiWaadi.com', 'Ola electric scooter gets 100,000 reservations in a day - EVO India', 'Drifting the Lexus ES 300h at Kari Motor Speedway racetrack! - EVO India', 'Top 10 Two Wheelers June 2021 - Splendor, Activa, Pulsar, Apache - RushLane', 'TVS Creon Electric Scooter Launch Plans On Track - Ather 450X Rival - RushLane']"
2021-07-19 00:00:00,"[""Sudarshan Venu charts TVS Motor Company's electric road map - India Today"", 'Lamborghini sees record sales in India in 2021 - Business Today', 'Lamborghini expects record number of sales in India this year - HT Auto', '2022 Ford EcoSport Facelift Spotted On Test Again Revealing New Colour - GaadiWaadi.com', 'आ रही है TVS की पावरफुल इलेक्ट्रिक स्कूटर Creon, एडवांस फीचर्स के साथ देगी शानदार ड्राइविंग रेंज - Hindustan']"
2021-07-20 00:00:00,"['TVS Creon Electric Scooter India Launch Likely Next Year - GaadiWaadi.com', 'TVS Creon: एडवांस फीचर्स वाला दमदार इलेक्ट्रिक स्कूटर जल्द होगा ... - अमर उजाला', 'Zero FXE electric bike: Details Explained - BikeWale', 'Ola Electric registers 1 lakh reservations for its electric scooter within the first 24 hours of opening bookings - India Today', 'F1: Sebastian Vettel Stays Back To Clean Litter From The ... - carandbike']"
2021-07-21 00:00:00,"['Indian railways to start operating Rajdhani Express trains soon - Zee Business', 'Top 10 UVs in Q1 FY2022: Creta, Brezza and Nexon lead the charge - Autocar Professional', ""Toyota's electric driverless cars will ferry athletes at the Tokyo Olympics - HT Auto"", 'Bajaj Chetak Electric Scooter: Online booking open; where to book and other details - India Today', 'Closing Bell: Nifty ends below 15,700, Sensex falls 354 pts; metal, realty worst hit - Moneycontrol']"
2021-07-22 00:00:00,"['TVS Sales, Exports Breakup June 2021 - Apache, XL100, Jupiter, Ntorq - RushLane', 'SGEM bags order for Rs 60cr motor controller units from undisclosed electric bike maker - The Financial Express', 'Employment News: Vistara, Tara Blooms समेत कई कंपन\u200dियों में हैं वैकेंसी, जान\u200dें कैसे करें आवेदन - Aaj Tak', 'Bajaj Chetak Electric scooter to open for bookings in three new Indian cities - HT Auto', 'TVS Motor Gelontorkan Rp 1,9 Triliun untuk Investasi Motor Listrik - Liputan6.com']"
2021-07-23 00:00:00,"['Bajaj to set up a separate subsidiary for EVs - Team-BHP', '2021 Ducati Multistrada V4 and V4S launched in India at Rs 18.99 lakh - EVO India', 'Breaking: India’s First Hybrid Scooter Goes On Sale - ZigWheels', 'Ola scooter to come in 10 colours - The Financial Express', 'Gland Pharma share price at record high, zooms 177% from IPO price in 8 months; what’s fueling the up move? - The Financial Express']"
2021-07-24 00:00:00,"['Antony Raju, Transport Minister of Kerala and Sudarshan Venu launch TVS iQube Electric Scooter in Kochi - ThePrint', 'Bajaj Auto ups EV game; to form new subsidiary - Business Today', 'Bajaj EV Subsidiary To Be Setup In India: Chetak EV Sales Expected To Be Sold Under The New Brand - DriveSpark', 'OnePlus Nord 2 5G, OnePlus Buds Pro Launched - From Price, Offers, Availability to Specs and Features - Che... - Zee Business', 'Tata Motors revs up retail drive, opens 8 showrooms in Ahmedabad - Autocar Professional']"
2021-07-25 00:00:00,"['TVS iQube electric scooter launched in Kochi - HT Auto', 'മോഹവിലയില്\u200d എണ്ണ വേണ്ടാ ടിവിഎസ് സ്\u200dകൂട്ടര്\u200d കൊച്ചിയിലും - Asianet News', 'Bajaj Auto To Set Up A Separate Brand For EVs In India - Report - GaadiWaadi.com', 'IFC lends USD 250 mn to HDFC to promote affordable green housing finance - Business Standard', 'MG Astor (ZS Petrol) Spotted Inside & Out Ahead Of Launch In India - GaadiWaadi.com']"
2021-07-26 00:00:00,"['TVS launches BSVI version of NTORQ 125 scooter in Nepal | Mint - Mint', 'TVS iQube: फुल चार्ज में 75 किमी चलने वाला यह ई-स्कूटर अब इस शहर में ... - अमर उजाला', 'Stock to Buy on Monday - Sandeep Jain recommends Black Rose Industries as long term pick - Excellent Fundam... - Zee Business', 'Yamaha Motor working on all-new electric vehicle platform for India - HT Auto', '2022 Toyota Land Cruiser Cannot Be Sold As Used Car For Security Reasons - GaadiWaadi.com']"
2021-07-27 00:00:00,"['TVS launches BS-VI version of NTORQ 125 scooter in Nepal - ETAuto', 'TVS Ntorq 125 BS6 launched in Nepal - BikeWale', 'BS-VI TVS Ntorq 125 Scooter Launched in Nepal in RT-Fi, ET-Fi Versions - News18', 'TVS NTORQ 125: टीवीएस ने नेपाल में लॉन्च किया नया स्कूटर, RT-Fi प्लेटफॉर्म से लैस एकमात्र स्कूटर - अमर उजाला', 'पुण्यानंतर अजून एका शहरात लाँच झाली दमदार ई-स्कूटर, 75Km ची ड्रायव्हिंग रेंज-५,००० रुपयांत बूकिंग - महाराष्ट्र टाइम्स (Maharashtra Times)']"
2021-07-28 00:00:00,"['Hyundai Motor Celebrates Its 25 Years In India With A Brand New Headquarters - carandbike', 'A road trip to the lesser Himalayas with Hyundai Venue: Great Driving Road|Part 3 - EVO India', 'Anand Mando eMobility JV to supply components for two and three-wheeler EV market - The Financial Express', 'General Motors to replace Chevrolet Camaro with an electric sedan: Report - HT Auto', 'Bajaj Chetak bookings reopen in Pune and Bengaluru - BikeWale']"
2021-07-29 00:00:00,"['TVS Apache RTR 160 4V vs Hero Xtreme 160 R: Comparison Test ... - BikeWale', 'TVS June 2021 Sales Analysis - Apache, Ntorq, Jupiter, iQube, Sport, XL - GaadiWaadi.com', 'Tyre Shootout: Ceat Gripp XL vs Michelin Sirac + City vs Ralco Speed Blaster - EVO India', 'Indian shares rise on IT boost, Fed - Reuters India', 'Nestle India, United Breweries, Tatva Chintan Pharma Chem and other stocks to watch out for on July 29 - Business Insider India']"
2021-07-30 00:00:00,"['TVS Motor profit rises to Rs 53 cr in Q1; records Rs 3,934 cr revenue - Business Today', 'Toyota Kirloskar to increase Innova Crysta prices by up to 2 from August - Business Standard', 'Toyota Innova Crysta prices to increase from August 1. Here are the details - HT Auto', 'Honda upgrades connected features on 5th gen City with Google Assistant - Business Standard', 'TSOPs not ESOPs! Unacademy rolls out stock options for educators; to issue grants worth $40 million - Business Today']"
2021-07-31 00:00:00,"[""EVs to account for 25% of Tata Motors' PV sales: N Chandrasekaran - Business Standard"", 'How far can you go on a fully charged TVS iQube? - Autocar India', 'BMW Motorrad R 18 Transcontinental and R 18 B unveiled - EVO India', 'Stocks to Watch Today: Union Bank of India, Tech Mahindra, JK Lakshmi Cement among others - News18', 'Indian shares end lower as metal, financials weigh - Business Recorder']"
