time_step,lstm_layers,lstm_units,kernel_initializer,regularizer,penalty,drop_out,drop_out_rate,learning_rate,loss,binary_accuracy,f1_score,roc_auc,val_loss,val_binary_accuracy,val_f1_score,val_roc_auc,Epoch
1,5,99,GlorotNormal,l2,0.001570045,FALSE,0,0.002808109,0.236463159,0.951494992,0.936466515,0.988569438,1.79381907,0.629629612,0.666666687,0.604878008,20
1,5,28,HeNormal,l2,0.008719242,FALSE,0.45,0.002825525,0.680359066,0.657807291,0.576131642,0.689851284,0.708300292,0.604938269,0.578947425,0.624390244,20
2,3,32,HeNormal,l2,0.00977343,TRUE,0.15,0.008905272,0.724459529,0.581117034,0.44542253,0.568769455,0.750349462,0.600000024,0.589743555,0.615312517,20
1,2,29,GlorotNormal,l2,0.004361073,TRUE,0.4,0.005813111,0.697894633,0.556146204,0.487730086,0.581241727,0.695044994,0.592592597,0.521739066,0.607926846,20
4,4,35,HeNormal,l1,0.001258812,TRUE,0.7,0.000527697,1.11509037,0.501331568,0.403187245,0.480137765,1.098669767,0.589743614,0.644444466,0.616776347,20
8,5,33,HeNormal,l2,0.006564307,FALSE,0.2,0.005064592,0.705129623,0.521361828,0.512576461,0.550480306,0.709961236,0.594594598,0.666666746,0.634502888,20
10,4,45,GlorotNormal,l2,0.004816603,TRUE,0.3,0.000676307,0.63830781,0.715909064,0.668227911,0.781715393,0.867044032,0.527777791,0.370370388,0.615057945,20
1,5,78,HeNormal,l1,0.002808828,TRUE,0.35,0.000340469,1.173687935,0.498338878,0.494983286,0.532721817,1.129127264,0.444444448,0.601769924,0.613414586,20
3,2,16,HeNormal,l1,0.007001977,TRUE,0.55,0.001384903,0.7076208,0.534264803,0.45652172,0.539990902,0.708934486,0.481012672,0,0.605448723,20
6,2,90,HeNormal,l1,0.044791885,TRUE,0.95,0.003537291,2.148584366,0.572000027,0.189393938,0.460613459,2.142617226,0.5,0,0.605263174,20
1,2,25,GlorotNormal,l1,0.003012607,TRUE,0.3,0.004788263,0.713609755,0.552159488,0.495508969,0.588881731,0.711975217,0.555555582,0.4375,0.611890197,20
6,4,49,GlorotNormal,l2,0.001081845,TRUE,0.5,0.000965045,0.796232998,0.578000009,0.506625116,0.603177905,0.80499959,0.618421078,0.602739751,0.601108074,20
9,5,37,GlorotNormal,l1,0.002585031,FALSE,0.35,0.001694107,0.696045339,0.621242464,0.604326546,0.657715559,0.77873379,0.589041114,0.464285731,0.606981993,20
9,4,52,HeNormal,l1,0.005060146,FALSE,0.65,0.000395968,0.671997488,0.760855019,0.715421379,0.850902915,1.06726563,0.630136967,0.5090909,0.619744778,20
5,4,63,GlorotNormal,l2,0.00224213,FALSE,0.85,0.002068491,0.281033576,0.963357747,0.952789664,0.992757559,1.37442863,0.636363626,0.588235378,0.696356237,20
6,3,77,GlorotNormal,l2,0.003459717,FALSE,0.25,0.00212332,0.666676044,0.664666653,0.634713173,0.73605454,0.721230567,0.618421078,0.641975284,0.677285314,20
9,4,15,GlorotNormal,l2,0.001346837,TRUE,0.95,0.008944021,0.716023743,0.46426186,0.513939381,0.514801979,0.759332061,0.520547926,0.666666687,0.617492437,20
5,5,88,GlorotNormal,l2,0.004933581,FALSE,0.8,0.000513555,0.325657427,0.984676898,0.980052054,0.998070061,2.380626917,0.519480526,0.350877196,0.631916344,20
4,5,80,GlorotNormal,l2,0.00124445,TRUE,0.9,0.0083867,1.612514496,0.459387481,0.40729925,0.464702427,1.549818158,0.538461566,0.660377383,0.624342084,20
1,4,28,GlorotNormal,l2,0.001145826,FALSE,0.45,0.00129673,0.257078081,0.947508335,0.932420909,0.988573134,1.371014476,0.654321015,0.600000024,0.629573166,20
4,3,87,HeNormal,l2,0.02231554,TRUE,0.9,0.00218899,0.759827554,0.513315558,0.436391681,0.522601187,0.803693116,0.576923072,0.629213512,0.640460551,20
1,5,64,GlorotNormal,l2,0.018244412,FALSE,0.45,0.00019305,0.291854084,0.950166106,0.935952127,0.99187839,2.040379524,0.61728394,0.550724626,0.601219475,20
8,5,35,GlorotNormal,l2,0.068872915,FALSE,0.15,0.00206206,0.70563072,0.522696912,0.476956844,0.557329834,0.709294379,0.540540516,0.370370388,0.61147666,20
6,3,84,HeNormal,l2,0.0074091,TRUE,0.9,0.000849815,1.286324382,0.479999989,0.439655185,0.494282365,1.218628407,0.605263174,0.594594598,0.609418273,20
10,2,50,GlorotNormal,l1,0.074114019,TRUE,0.85,0.000109643,3.249428511,0.495989293,0.461428553,0.51961565,2.89398241,0.583333313,0.673913002,0.600386143,20
7,3,92,HeNormal,l2,0.011664403,TRUE,0.9,0.002962581,0.695625126,0.534356236,0.364298701,0.498776972,0.696303129,0.626666665,0.666666687,0.603485107,20
10,3,63,HeNormal,l1,0.06709934,FALSE,0.55,0.000161767,143.5232544,0.601604283,0.523961663,0.635432363,136.1459961,0.666666687,0.612903297,0.629343688,20
7,4,11,GlorotNormal,l2,0.018302112,FALSE,0,0.002331853,0.405151665,0.863909245,0.836799979,0.945279002,1.3883003,0.586666644,0.550724626,0.604907513,20
10,4,16,HeNormal,l2,0.001565504,TRUE,0.6,0.004771889,0.700686514,0.597593606,0.535493851,0.638608456,0.703314245,0.638888896,0.628571451,0.630115867,20
9,5,47,GlorotNormal,l2,0.007597301,TRUE,0.05,0.002239246,0.675999999,0.638610542,0.611629605,0.682383418,0.725176871,0.602739751,0.472727239,0.640015006,20
4,4,36,HeNormal,l2,0.002057197,TRUE,0.8,0.001014421,0.765128851,0.505991995,0.403537005,0.490925521,0.758013427,0.576923072,0.326530606,0.600328922,20
5,2,47,HeNormal,l2,0.0038166,TRUE,0.1,0.003144391,0.217965126,0.970686197,0.96213424,0.996169388,2.076545,0.61038959,0.516129,0.615047216,120
4,4,59,HeNormal,l2,0.001189603,FALSE,0,0.001232418,0.236517474,0.988681734,0.985230207,0.999675989,2.319880486,0.615384638,0.545454502,0.604934216,115
5,3,15,HeNormal,l2,0.004568019,TRUE,0.55,0.005069857,0.688214362,0.590273142,0.529456794,0.625937164,0.713845015,0.571428597,0.297872335,0.613360345,207
3,5,92,HeNormal,l2,0.001078493,TRUE,0.7,0.001078506,1.001092553,0.477711231,0.404852182,0.472152621,0.981515884,0.607594907,0.651685357,0.670833349,44
4,3,60,HeNormal,l2,0.007892097,TRUE,0.75,0.003003164,0.719639182,0.54260987,0.485393256,0.555044293,0.713628411,0.641025662,0.533333302,0.638157845,31
2,5,16,HeNormal,l2,0.003998534,TRUE,0.4,0.009230048,0.705748916,0.549202144,0.39464286,0.530065358,0.7073102,0.512499988,0.654867232,0.615937531,19
5,4,27,HeNormal,l2,0.005809113,TRUE,0.2,0.002789523,0.553969145,0.796802104,0.761904776,0.88258487,1.018167257,0.623376608,0.55384618,0.632591128,116
3,5,76,HeNormal,l2,0.001488216,TRUE,0.65,0.006759866,1.033025026,0.539587498,0.361623615,0.486258686,0.970292807,0.58227849,0.679611683,0.620833337,6
2,3,62,HeNormal,l2,0.00418863,TRUE,0.55,0.002240001,0.721319616,0.568484068,0.485329092,0.577764988,0.715246975,0.5625,0.520547926,0.618437529,65
6,3,90,HeNormal,l2,0.001449685,FALSE,0,0.004465868,0.711331964,0.632666647,0.602166057,0.699473083,0.773935378,0.631578922,0.674418628,0.649930716,17
2,2,89,HeNormal,l2,0.003263096,FALSE,0,0.002145911,0.178323761,0.964095771,0.953608215,0.99308753,2.157727957,0.637499988,0.623376608,0.609687507,203
2,4,45,HeNormal,l2,0.004928584,FALSE,0,0.001798486,0.383906454,0.954122365,0.941673756,0.987832069,1.811089754,0.637499988,0.641975284,0.633437514,39
4,3,27,HeNormal,l2,0.003665909,FALSE,0,0.008057723,0.704827547,0.569240987,0.506483614,0.57634455,0.706987798,0.615384638,0.605263174,0.646052599,9
6,5,67,HeNormal,l2,0.002713217,FALSE,0,0.006271011,0.706987619,0.538666666,0.44193548,0.539968669,0.712108493,0.5,0.666666687,0.676246524,8
5,2,11,HeNormal,l2,0.001871726,TRUE,0.8,0.008691688,0.706534922,0.503664196,0.375523865,0.491829932,0.701031744,0.571428597,0.62068969,0.623144448,8
2,2,96,HeNormal,l2,0.007025872,FALSE,0,0.003276164,0.272282004,0.955452144,0.942686021,0.990537941,1.896239996,0.625,0.583333313,0.63062501,151
3,4,64,HeNormal,l2,0.029850256,TRUE,0.15,0.001059523,0.692246675,0.561543584,0.530292273,0.606613994,0.705524683,0.493670881,0.622641504,0.606089711,78
6,2,46,HeNormal,l2,0.00192626,TRUE,0.7,0.001353071,1.060362697,0.492000014,0.444606423,0.516952217,1.011743546,0.631578922,0.611111104,0.61980617,6
2,4,46,HeNormal,l2,0.010977276,FALSE,0,0.004097118,0.698463857,0.571808517,0.464226276,0.569753885,0.703932106,0.550000012,0.640000045,0.604375005,29
3,4,89,HeNormal,l2,0.003531135,FALSE,0,0.007242136,0.717114687,0.558882236,0.469175369,0.550989628,0.745049655,0.569620252,0.673076928,0.621474385,53
2,4,44,HeNormal,l2,0.004414872,TRUE,0.5,0.001457395,0.644221306,0.674867034,0.631499648,0.754982948,0.741100192,0.600000024,0.567567527,0.620937467,324
3,3,35,HeNormal,l2,0.010212166,TRUE,0.85,0.001217608,0.715453506,0.525615454,0.430965722,0.523818254,0.712058663,0.569620252,0.527777791,0.601602554,31
4,3,10,HeNormal,l2,0.00891856,FALSE,0,0.005013151,0.540744364,0.776964068,0.753131926,0.861029267,1.059519887,0.641025662,0.599999964,0.635855258,158
5,2,89,HeNormal,l2,0.003529183,FALSE,0,0.001678951,0.161947712,0.991339087,0.988606453,0.999713898,1.837812901,0.636363626,0.575757563,0.61403507,80
3,3,59,HeNormal,l2,0.006793462,TRUE,0.25,0.006326006,0.716057122,0.5455755,0.451405644,0.561842918,0.716750264,0.607594907,0.673684239,0.637179494,25
2,4,68,HeNormal,l2,0.005701224,TRUE,0.1,0.001142686,0.409106433,0.932845771,0.914623797,0.979673922,1.496055245,0.612500012,0.563380301,0.615937471,71
6,4,11,HeNormal,l2,0.002133084,TRUE,0.35,0.001630057,0.670120418,0.638666689,0.596726179,0.688795209,0.807345867,0.539473712,0.313725501,0.600069284,47
3,4,33,HeNormal,l2,0.002400069,FALSE,0,0.006373676,0.712690592,0.566866279,0.566289127,0.622396588,0.726844132,0.58227849,0.50746268,0.623076916,16
6,3,48,HeNormal,l2,0.012473381,TRUE,0.35,0.00132079,0.698607206,0.55066669,0.510174394,0.609470129,0.693833232,0.631578922,0.681818247,0.636080384,35
4,5,88,HeNormal,l2,0.041098949,FALSE,0,0.001519799,0.71019119,0.503328919,0.438252985,0.526035249,0.703642547,0.576923072,0.547945201,0.646052599,33
6,3,25,HeNormal,l2,0.020750729,TRUE,0.5,0.00263709,0.693018138,0.56066668,0.496562243,0.585837662,0.717039824,0.5,0,0.628808856,29
4,5,29,HeNormal,l2,0.005818071,TRUE,0.95,0.005022374,0.743022561,0.523968041,0.314477473,0.48463881,0.727123857,0.487179488,0.655172408,0.621710539,70
3,5,84,HeNormal,l2,0.001378202,FALSE,0,0.002016918,0.821873367,0.919494331,0.898233831,0.973209321,1.706647992,0.620253146,0.53125,0.681730747,15
4,2,96,HeNormal,l2,0.005785431,FALSE,0,0.00996264,0.527105749,0.844873488,0.804366112,0.923786998,1.161519647,0.628205121,0.602739751,0.623684227,240
3,2,95,HeNormal,l2,0.001388914,FALSE,0,0.00200254,0.147278696,0.985362589,0.980935872,0.998040378,2.057698727,0.683544278,0.647887349,0.64871788,115
4,5,41,HeNormal,l2,0.003395376,TRUE,0.45,0.002274753,0.697946846,0.575233042,0.558782876,0.622558534,0.698525131,0.628205121,0.666666687,0.670723677,83
5,2,58,HeNormal,l2,0.002060862,FALSE,0,0.004399465,0.301712722,0.980013311,0.974048495,0.997378528,2.035508156,0.623376608,0.524590194,0.612348139,51
6,2,58,HeNormal,l2,0.003929993,TRUE,0.35,0.003494217,0.713463783,0.584666669,0.534727395,0.616122127,0.719283402,0.552631557,0.484848469,0.615997195,14
3,5,51,HeNormal,l2,0.00437686,FALSE,0,0.001911766,0.244057968,0.97671324,0.969801545,0.996837318,1.282826304,0.683544278,0.626865685,0.703205109,110
2,4,34,HeNormal,l2,0.00239794,FALSE,0,0.004119673,0.158794895,0.985372365,0.980869591,0.999350965,1.883809805,0.662500024,0.619718313,0.649687529,220
4,3,92,HeNormal,l2,0.006655818,FALSE,0,0.003486876,0.639602542,0.709054589,0.683562636,0.762817025,0.745627761,0.653846145,0.639999986,0.650328934,118
5,2,50,HeNormal,l2,0.001267456,FALSE,0,0.004506183,0.225785777,0.99333775,0.991289198,0.998176396,2.257887363,0.61038959,0.444444418,0.627192914,80
6,4,87,HeNormal,l2,0.008022811,FALSE,0,0.002720758,0.586359918,0.78733331,0.750975788,0.861738324,0.900462508,0.565789461,0.492307723,0.612188339,130
5,3,64,HeNormal,l2,0.003976962,TRUE,0.4,0.003248662,0.700219691,0.591605604,0.501220524,0.598551333,0.710281074,0.519480526,0.097560979,0.622469664,55
3,3,76,HeNormal,l2,0.00555485,FALSE,0,0.002033488,0.141264468,0.995342672,0.993918359,0.999867737,2.732542038,0.607594907,0.537313461,0.615064144,118
6,3,69,HeNormal,l2,0.001113971,TRUE,0.1,0.001958748,0.194785789,0.987999976,0.984265745,0.997243881,2.335411072,0.618421078,0.539682508,0.610457122,191
5,4,100,HeNormal,l2,0.038662136,TRUE,0.85,0.001855636,0.715583086,0.467688203,0.470510244,0.489482254,0.71167177,0.506493509,0.45714286,0.613360286,39
2,4,96,HeNormal,l2,0.005690415,TRUE,0.15,0.001340335,0.306573987,0.944813848,0.928755403,0.987502337,1.548278332,0.699999988,0.666666687,0.660624981,174
2,4,64,HeNormal,l2,0.002846875,TRUE,0.2,0.005942208,0.703815937,0.56316489,0.445569605,0.563354671,0.707349658,0.637499988,0.6813187,0.626875043,12
6,2,17,HeNormal,l2,0.003750931,FALSE,0,0.001312513,0.673212707,0.727999985,0.67202574,0.80963552,0.945343494,0.5,0.095238097,0.617728531,11
4,3,40,HeNormal,l2,0.008915477,TRUE,0.55,0.002584953,0.70209229,0.54926765,0.488284171,0.575703025,0.705771148,0.56410259,0.291666657,0.607236862,32
6,3,46,HeNormal,l2,0.008909974,FALSE,0,0.008502883,0.718511283,0.551333308,0.469661146,0.553863287,0.714199543,0.592105269,0.367346942,0.634695292,25
2,4,89,HeNormal,l2,0.002225121,TRUE,0.85,0.002531673,0.716781437,0.508643627,0.464104444,0.50896275,0.724576771,0.587499976,0.629213512,0.644374967,127
4,3,62,HeNormal,l2,0.012607971,TRUE,0.5,0.00414718,0.729254365,0.523968041,0.455445528,0.532746494,0.704110801,0.602564096,0.523076952,0.64769733,33
6,5,10,HeNormal,l2,0.003111516,FALSE,0,0.00474197,0.493043333,0.860000014,0.828990221,0.923729658,1.244753957,0.605263174,0.583333313,0.612534642,65
3,5,11,HeNormal,l2,0.001547576,TRUE,0.2,0.00563269,0.529719591,0.804391205,0.763665617,0.878512919,0.842985332,0.670886099,0.628571451,0.646474361,175
6,4,47,HeNormal,l2,0.01163132,TRUE,0.7,0.001096392,0.697501957,0.551333308,0.472983569,0.565699816,0.700915456,0.526315808,0.181818172,0.601454258,58
2,2,52,HeNormal,l2,0.015304972,TRUE,0.95,0.004666899,0.730346918,0.439494669,0.478018552,0.49172473,0.777215898,0.5625,0.444444418,0.619687498,150
2,5,23,HeNormal,l2,0.00939602,FALSE,0,0.001368914,0.561724126,0.867686152,0.834028363,0.934611917,1.285918951,0.537500024,0.393442661,0.610624969,30
4,2,88,HeNormal,l2,0.016020054,FALSE,0,0.006191639,0.711289465,0.519973397,0.429136992,0.518198729,0.699629664,0.589743614,0.483870983,0.656907916,12
3,5,55,HeNormal,l2,0.015488768,FALSE,0,0.001767437,0.691229761,0.568862259,0.548117101,0.606017649,0.710012674,0.506329119,0.654867232,0.600320518,72
3,2,66,HeNormal,l2,0.001195862,TRUE,0.15,0.001667114,0.254691392,0.966733217,0.956822097,0.993855476,1.313397527,0.620253146,0.642857194,0.622115374,60
2,4,22,HeNormal,l2,0.025855122,FALSE,0,0.003324747,0.697226405,0.577127635,0.492822945,0.599927902,0.703878999,0.600000024,0.542857111,0.630312443,42
3,2,47,HeNormal,l2,0.001946201,FALSE,0,0.004187382,0.284835279,0.986027956,0.981849551,0.998736024,1.570607781,0.670886099,0.617647111,0.684294879,41
5,3,40,HeNormal,l2,0.026825553,TRUE,0.35,0.002028818,0.69927448,0.558960676,0.49848482,0.568247736,0.705566883,0.506493509,0,0.623819172,39
6,3,35,HeNormal,l2,0.003469758,FALSE,0,0.001559984,0.673245788,0.797999978,0.761229277,0.87749052,1.040477157,0.631578922,0.517241359,0.704986215,14
2,2,89,HeNormal,l2,0.010087061,TRUE,0.2,0.004150266,0.707282364,0.539228737,0.483221471,0.558983326,0.706587613,0.587499976,0.602409601,0.605624974,20
4,3,41,HeNormal,l2,0.020116994,TRUE,0.75,0.002215972,0.711254954,0.538615167,0.457321852,0.542898357,0.704900563,0.589743614,0.304347813,0.620394707,62
6,2,100,HeNormal,l2,0.030662406,TRUE,0.1,0.001501124,0.693277836,0.567333341,0.547735214,0.611751556,0.708126485,0.592105269,0.523076952,0.603185654,21
4,2,45,HeNormal,l2,0.001096315,FALSE,0,0.008018308,0.588196874,0.927430093,0.906757951,0.976736605,1.717719674,0.525641024,0.412698388,0.603618443,42
2,5,36,HeNormal,l2,0.003617419,FALSE,0,0.00365377,0.245811567,0.974069178,0.966175199,0.996867955,1.467963219,0.649999976,0.600000024,0.673750043,128
6,4,14,HeNormal,l2,0.005488843,TRUE,0.25,0.002123401,0.705377102,0.575999975,0.50234741,0.619202375,0.702701449,0.618421078,0.613333285,0.658241034,14
4,4,47,HeNormal,l2,0.033800516,FALSE,0,0.002260562,0.704888523,0.552596509,0.487022907,0.565811396,0.699950695,0.56410259,0.370370358,0.613486886,32
6,2,55,HeNormal,l2,0.021443591,FALSE,0,0.00753633,0.711158991,0.515999973,0.453313231,0.534640074,0.710226893,0.565789461,0.421052605,0.607340693,21
3,4,37,HeNormal,l2,0.001110608,TRUE,0.25,0.001235141,0.460260212,0.849634051,0.815359473,0.931281269,1.20988965,0.569620252,0.413793147,0.612820506,89
3,3,42,HeNormal,l2,0.00825337,FALSE,0,0.005353566,0.704021394,0.606121063,0.46279493,0.579195142,0.717781067,0.556962013,0.38596493,0.628846169,31
4,2,32,HeNormal,l2,0.010923678,FALSE,0,0.005100278,0.502237439,0.894806921,0.868988395,0.958266437,1.582185626,0.641025662,0.533333302,0.628947377,92
4,5,49,HeNormal,l2,0.007276623,TRUE,0.75,0.002824952,0.741431415,0.525299609,0.476889193,0.542385459,0.738913715,0.56410259,0.413793117,0.603618383,59
2,3,88,HeNormal,l2,0.016225176,TRUE,0.85,0.003240788,0.761980414,0.527260661,0.366874427,0.50481528,0.752198637,0.512499988,0.04878049,0.600000024,38
2,5,47,HeNormal,l2,0.022211477,TRUE,0.3,0.001236389,0.706281126,0.558510661,0.471337557,0.567254901,0.685184002,0.625,0.711538553,0.617500007,31
3,2,72,HeNormal,l2,0.002042991,FALSE,0,0.001373067,0.312052339,0.947438478,0.932305038,0.989329398,1.961325288,0.531645596,0.430769265,0.605769277,62
3,2,28,HeNormal,l2,0.004183962,TRUE,0.6,0.006949649,0.707178712,0.569527626,0.417641759,0.541794956,0.701113999,0.607594907,0.392156869,0.607051253,71
4,4,17,HeNormal,l2,0.001215218,TRUE,0.5,0.001455756,0.657186389,0.637150466,0.592371047,0.703854084,0.668901026,0.653846145,0.597014964,0.71184212,125
6,4,25,HeNormal,l2,0.001105021,FALSE,0,0.009041513,0.566325545,0.856666684,0.81917572,0.915539443,1.234156013,0.592105269,0.456140369,0.617035985,94
3,3,32,HeNormal,l2,0.012641045,TRUE,0.65,0.006543482,0.703789115,0.448436469,0.512065887,0.504381657,0.703537881,0.544303775,0.653846145,0.607692301,34
2,4,10,HeNormal,l2,0.008228012,TRUE,0.5,0.008218087,0.708165586,0.56117022,0.473684222,0.546937108,0.73798722,0.5,0.591836751,0.605937481,42
2,3,59,HeNormal,l2,0.001768215,FALSE,0,0.001908885,0.251412034,0.982712746,0.977547526,0.998447001,2.379028797,0.574999988,0.392857164,0.607812524,56
3,5,79,HeNormal,l2,0.003842724,TRUE,0.5,0.003127366,0.711048603,0.542248845,0.460815042,0.549592435,0.71706593,0.569620252,0.291666657,0.617628217,54
6,3,81,HeNormal,l2,0.00191319,FALSE,0,0.004392715,0.710201323,0.611333311,0.579668343,0.660561264,0.730915546,0.671052635,0.637681186,0.643351793,16
