,Date,Begining_Total_Amt,Begining_Cash_Amt,Begining_Long_Value,Begining_Short_Value,Begining_Margin,Long_Value_at_Open,Short_Value_at_Open,Margin_at_Open,Cash_at_Open,Long_Value_after_Close_Out,Short_Value_after_Close_Out,Margin_after_Close_Out,Cash_after_Close_Out,Long_Value_after_fill,Short_Value_after_fill,Margin_after_fill,Cash_after_fill,Long_Value_at_Close,Short_Value_at_Close,Margin_at_Close,Price_Adjustment,Ending_Cash_Amt,Ending_Total_Amt,P&L,Return
10,2019-01-16 00:00:00,96942.9344339447,8467.483824356079,74912.18964767456,88777.89877128601,17755.579754257204,75061.3859500885,88630.75022506714,17726.15004501343,8496.913533599853,75061.3859500885,88630.75022506714,17726.15004501343,8496.913533599853,75061.3859500885,88630.75022506714,17726.15004501343,8496.913533599853,75119.61631011963,88573.01829338074,17714.603658676147,-247.6513478931156,8260.80857204402,97107.59022640192,164.6557924572262,0.0016984816213647825
11,2019-01-17 00:00:00,97107.59022640192,8260.80857204402,75119.61631011963,88573.01829338074,17714.603658676147,74984.28331184387,88298.22047233582,17659.644094467163,8315.768136253004,68790.12333106995,81020.02035713196,16204.004071426392,9766.869528159743,76467.62333106995,86293.00023078918,17258.600046157837,7168.16971443904,77508.8069934845,87297.2707901001,17459.45415802002,-84.44630186643917,6882.8693007104175,97194.61962991879,87.02940351686266,0.0008962162825167174
12,2019-01-18 00:00:00,97194.61962991879,6882.8693007104175,77508.8069934845,87297.2707901001,17459.45415802002,77938.39317893982,87842.6796131134,17568.535922622683,6773.787536107755,77938.39317893982,87842.6796131134,17568.535922622683,6773.787536107755,77938.39317893982,87842.6796131134,17568.535922622683,6773.787536107755,78422.76723098755,88348.60956382751,17669.721912765504,0.0,6672.601545964933,97057.24109369444,-137.37853622435068,-0.0014134376650419274
13,2019-01-22 00:00:00,97057.24109369444,6672.601545964933,78422.76723098755,88348.60956382751,17669.721912765504,78138.01627540588,87788.76000404358,17557.752000808716,6784.571457921722,78138.01627540588,87788.76000404358,17557.752000808716,6784.571457921722,78138.01627540588,87788.76000404358,17557.752000808716,6784.571457921722,77796.92699623108,87558.59150886536,17511.71830177307,0.0,6830.6051569573665,97221.41891390011,164.17782020567392,0.0016915566356062448
14,2019-01-23 00:00:00,97221.41891390011,6830.6051569573665,77796.92699623108,87558.59150886536,17511.71830177307,77990.13669967651,87786.04049873352,17557.208099746706,6785.115358983732,77990.13669967651,87786.04049873352,17557.208099746706,6785.115358983732,77990.13669967651,87786.04049873352,17557.208099746706,6785.115358983732,77478.29042625427,87493.87051200867,17498.774102401734,0.0,6843.549356328704,96967.50334078,-253.9155731201172,-0.0026117246174424424
15,2019-01-24 00:00:00,96967.50334078,6843.549356328704,77478.29042625427,87493.87051200867,17498.774102401734,77197.15714454651,87795.82012748718,17559.164025497437,6783.1594332330005,77197.15714454651,87795.82012748718,17559.164025497437,6783.1594332330005,77197.15714454651,87795.82012748718,17559.164025497437,6783.1594332330005,77284.27737236023,87961.2797203064,17592.25594406128,0.0,6750.067514669159,96306.08107858823,-661.4222621917579,-0.006821071383752897
16,2019-01-25 00:00:00,96306.08107858823,6750.067514669159,77284.27737236023,87961.2797203064,17592.25594406128,77881.10307884216,88432.18118095398,17686.436236190795,6655.887222539643,77881.10307884216,88432.18118095398,17686.436236190795,6655.887222539643,77881.10307884216,88432.18118095398,17686.436236190795,6655.887222539643,78034.68006515503,88514.42984962463,17702.885969924926,0.0,6639.437488805512,96503.3336420648,197.2525634765625,0.0020481838869094815
17,2019-01-28 00:00:00,96503.3336420648,6639.437488805512,78034.68006515503,88514.42984962463,17702.885969924926,77581.43308639526,88049.85002708435,17609.97000541687,6732.353453313566,77581.43308639526,88049.85002708435,17609.97000541687,6732.353453313566,77581.43308639526,88049.85002708435,17609.97000541687,6732.353453313566,78110.97039604187,88178.87854385376,17635.775708770754,0.0,6706.547749959684,96915.17527872251,411.84163665771484,0.0042676415530395456
18,2019-01-29 00:00:00,96915.17527872251,6706.547749959684,78110.97039604187,88178.87854385376,17635.775708770754,78231.13315200806,88186.69019889832,17637.338039779665,6704.985418950773,78231.13315200806,88186.69019889832,17637.338039779665,6704.985418950773,78231.13315200806,88186.69019889832,17637.338039779665,6704.985418950773,78685.49937438965,88373.43040847778,17674.686081695556,0.0,6667.637377034882,97295.15239244627,379.9771137237549,0.003920718428573878
19,2019-01-30 00:00:00,97295.15239244627,6667.637377034882,78685.49937438965,88373.43040847778,17674.686081695556,79161.12357521057,88618.95994758606,17723.791989517213,6618.531469213225,79161.12357521057,88618.95994758606,17723.791989517213,6618.531469213225,79161.12357521057,88618.95994758606,17723.791989517213,6618.531469213225,79326.11675453186,89296.08955001831,17859.217910003663,0.0,6483.105548726775,97013.11063104794,-282.04176139833,-0.002898826451915059
20,2019-01-31 00:00:00,97013.11063104794,6483.105548726775,79326.11675453186,89296.08955001831,17859.217910003663,79178.75399017334,89511.07878112793,17902.215756225585,6440.107702504853,79178.75399017334,89511.07878112793,17902.215756225585,6440.107702504853,79178.75399017334,89511.07878112793,17902.215756225585,6440.107702504853,79450.95434761047,90543.85109329224,18108.770218658447,0.0,6233.553240071991,95890.18668085264,-1122.923950195298,-0.01157497108268085
21,2019-02-01 00:00:00,95890.18668085264,6233.553240071991,79450.95434761047,90543.85109329224,18108.770218658447,79652.44415283203,90520.86982345581,18104.173964691163,6238.149494039275,79652.44415283203,90520.86982345581,18104.173964691163,6238.149494039275,79652.44415283203,90520.86982345581,18104.173964691163,6238.149494039275,79558.19668388367,90629.66989326477,18125.933978652956,0.0,6216.3894800774815,95911.6102171533,21.42353630065918,0.00022341740111490505
22,2019-02-04 00:00:00,95911.6102171533,6216.3894800774815,79558.19668388367,90629.66989326477,18125.933978652956,79484.91304969788,90600.22110366821,18120.044220733642,6222.279237996796,79484.91304969788,90600.22110366821,18120.044220733642,6222.279237996796,79484.91304969788,90600.22110366821,18120.044220733642,6222.279237996796,79966.68045806885,91349.60919189453,18269.92183837891,0.0,6072.401620351529,95600.15469270872,-311.4555244445801,-0.0032473182729329036
23,2019-02-05 00:00:00,95600.15469270872,6072.401620351529,79966.68045806885,91349.60919189453,18269.92183837891,80012.64345741272,91345.59048080444,18269.118096160888,6073.20536256955,80012.64345741272,91345.59048080444,18269.118096160888,6073.20536256955,80012.64345741272,91345.59048080444,18269.118096160888,6073.20536256955,80517.49936103821,91544.71082878113,18308.942165756227,-63.573380797868595,5969.807912176342,95892.29857799361,292.1438852848951,0.003055893436824914
24,2019-02-06 00:00:00,95892.29857799361,5969.807912176342,80517.49936103821,91544.71082878113,18308.942165756227,80393.82027816772,91522.80062484741,18304.560124969485,5974.189952963085,80393.82027816772,91522.80062484741,18304.560124969485,5974.189952963085,80393.82027816772,91522.80062484741,18304.560124969485,5974.189952963085,80332.29951667786,91749.18008804321,18349.836017608643,0.0,5928.914060323927,95502.62947437116,-389.6691036224511,-0.00406361208773732
25,2019-02-07 00:00:00,95502.62947437116,5928.914060323927,80332.29951667786,91749.18008804321,18349.836017608643,79933.07649993896,91240.72019577026,18248.144039154053,6030.606038778516,79933.07649993896,91240.72019577026,18248.144039154053,6030.606038778516,79933.07649993896,91240.72019577026,18248.144039154053,6030.606038778516,80050.92551422119,90940.87080574036,18188.174161148072,2676.6477090572007,8767.223625841698,98706.21246327455,3203.582988903392,0.03354444800667083
26,2019-02-08 00:00:00,98706.21246327455,8767.223625841698,80050.92551422119,90940.87080574036,18188.174161148072,79740.7195968628,91090.19194412231,18218.038388824465,8737.359398165305,79740.7195968628,91090.19194412231,18218.038388824465,8737.359398165305,79740.7195968628,91090.19194412231,18218.038388824465,8737.359398165305,79809.14888000488,91833.50022315979,18366.700044631958,6224.689773479477,14813.387515837288,103796.49618511829,5090.283721843734,0.051570044020660476
27,2019-02-11 00:00:00,103796.49618511829,14813.387515837288,79809.14888000488,91833.50022315979,18366.700044631958,79492.06253814697,91867.45050811768,18373.490101623534,14806.597458845712,71385.45269012451,85639.9702835083,17127.99405670166,16462.811286116223,83156.59220123291,101029.73078155518,20205.946156311034,9073.932475325208,83048.35334777832,101045.15969467163,20209.031938934328,0.0,9070.846692701914,104040.61287693653,244.11669181824254,0.0023518779611102375
