,index,Y,X,alpha,beta,t-stat,p-value,r-sq,ADF p-value,Coint Strength,Coint Strength p-value,Coint Strength Rsq,Mean_Eq,Theta,Theta p-value,OU R-sq,Var_Eq
21,866,ABBV,DB,0.0060927467163688,1.0465767164012256,55.84467322757455,2.63174533785812e-270,0.8050922566604227,0.0189458870070251,-0.0094999518043463,0.0102616797126146,0.056753919271178,-0.1080584490080923,7.497313354159224,0.0,0.9377484887802473,0.01985424958808344
22,944,ABBV,FITBI,-1.7800196418944516,2.53039035398304,42.81383011042264,3.6891387123883895e-204,0.7082716443951869,0.0203126220969396,-0.0100755315935451,0.0390740098290983,0.1305961895639261,-1.77624094139499,7.3075993498295855,0.0,0.9398766463957225,0.019065049615041692
23,977,ABBV,GWW,0.0818514640063003,1.0673225349636943,75.85987284474953,0.0,0.884019594656063,0.0241687701647653,-0.0037557879272462,0.0400987345757509,0.1678877277903007,-0.2611760111154708,6.93434035327206,0.0,0.9491799406850057,0.011032385592854447
24,1129,ABBV,NGG,-0.6217375885221578,1.3503515278243268,56.07592924509255,2.1286542000757239e-271,0.8063859226306377,0.0017567877346295,-0.0162563857180851,0.0067406037637883,0.1255496951302115,-0.6304323280086858,9.194586898947003,0.0,0.9371567805340995,0.010551183456235003
25,1692,ABEV,HSBC,-0.1431540625555804,1.1798016895823074,57.27277640434556,5.245264801039835e-277,0.8128951621831956,0.0203620033707209,-0.0258172900512942,0.0011473632096259,0.1389026892229707,-0.1467988379642025,7.065484042484469,0.0,0.94359696042884,0.008391713174373459
26,1723,ABEV,ITUB,0.0771304762443708,1.040763947202511,102.71123460091472,0.0,0.9332130148147189,7.06018511541528e-05,-0.0492671828590934,1.0438875133423069e-05,0.3970963116338988,0.0817890837297483,14.607599091383355,0.0,0.893251772689939,0.0028068340947307343
27,1855,ABEV,ORAN,-0.8945302489280919,1.993413154080269,55.57260538011377,5.1128605601773567e-269,0.8035549767935777,0.0012276102875548,-0.0335000663221648,1.7662241940186843e-05,0.1309066160273616,-0.8897900261400669,10.75231666678298,0.0,0.9191997751187382,0.008403692324677995
28,1868,ABEV,PBR,-0.0074332283066136,1.0094505478487552,62.77085750710505,7.533779266587126e-302,0.8391968122184592,0.0251534238060433,-0.0173977323918918,0.0127129845311101,0.2954961228591843,-0.021209447848862417,6.507966520903423,0.0,0.940464043983126,0.010224439496078173
29,1913,ABEV,RGA,-0.0951424692745499,1.018636878345807,45.82452484029648,2.9475734928043287e-220,0.7355412036696142,0.0164514304699835,-0.0243453067567078,0.0002763366878681,0.1345220863598171,-0.09996711648897401,7.052798343172758,0.0,0.9461352296460459,0.011341912935197313
30,1941,ABEV,SHG,-0.2724654985259613,1.23088846197608,43.41335372717669,2.102201775729608e-207,0.7139847387584883,0.036016382911713,-0.0262610221231603,4.601038117779672e-05,0.1348550249014418,-0.2782076375021821,5.997725533756781,0.0,0.9532990183687604,0.012460183300488778
31,1982,ABEV,TAP,-0.2517451770789277,1.2196367369688657,37.53503661698724,8.515785987519367e-175,0.6510895437646951,0.037936200440256,-0.0162274305001361,0.0056420996991128,0.1222084080177763,-0.25800160480481615,5.3970567419472815,0.0,0.9577509818787806,0.015246951302826002
