,Y,X,alpha,beta,t-stat,p-value,r-sq,ADF p-value,Coint Strength,Coint Strength p-value,Coint Strength Rsq
13772,ALGN,XPO,-3.071332508876897,2.2534170713411315,153.08049630613073,0.0,0.9030777659258252,0.0078663193764118,-0.005987894795395144,0.009264022950810098,0.1408550664324496
13773,ALGN,XYL,-5.972270865682926,5.53187834502247,188.83427127342256,0.0,0.9341163955681264,0.0043842339509649,-0.007805433929838828,0.004933386182664522,0.1501924883623056
13776,ALGN,ZBRA,0.049690890168981,1.8084429619058604,158.14659567537277,0.0,0.9086296671713148,0.0322776548627468,-0.006187056601384988,0.007960403288206123,0.16647341136902893
13781,ALL,AMGN,0.0183841139563877,1.080204574286903,136.5914148366062,0.0,0.8812122375162083,0.0141842486168945,-0.006091694148179181,0.004401309287716326,0.16679937236348208
13804,ALL,AZN,0.3350521675089244,1.399016651089693,110.81027450075248,0.0,0.8299976935748867,0.0356097649846268,-0.003258746008231712,0.08656356762350635,0.05880655887186392
13812,ALL,BAX,0.2622840107930902,1.266241749421374,131.80275614893733,0.0,0.8735352625851063,0.0239250446199601,-0.00594374087711491,0.004246972207689621,0.16169586843233297
13816,ALL,BCE,-3.572888503902273,4.995464584944822,149.7738643494068,0.0,0.8991871253168137,0.0181498668996529,-0.005461774985824088,0.01665848362858877,0.20013408966174917
13819,ALL,BDX,0.2287873686960562,1.1129662266422176,148.80673072177794,0.0,0.89800653719401,0.0089442615798409,-0.006642988808996632,0.004648634949324239,0.13926753346762422
13828,ALL,BKNG,-0.1698598846291081,1.0892230562753118,135.27189989312564,0.0,0.8791648889972432,0.0012861156567579,-0.007866059304005992,0.00028228482442108966,0.1318404531602121
13848,ALL,CASY,0.4727437984686469,1.138171265362978,117.05581265463492,0.0,0.8449164341804567,0.0267227828813472,-0.004913926613409345,0.01017411897649649,0.13027385780566636
13850,ALL,CB,-0.8856671343983497,2.0294892665326323,168.51027622837182,0.0,0.9186366233554768,0.0241342841447488,-0.0062745588921944775,0.0038631158705767507,0.4127948925282733
13851,ALL,CBOE,-0.0491742357513719,1.0366803700798184,145.6467084726097,0.0,0.8940069180409294,0.0274037965098947,-0.0027894933337960846,0.14043815566749507,0.15002108984276374
13853,ALL,CCEP,-0.2857783972206792,1.4747263198861182,151.0045683541459,0.0,0.900661125543182,0.0056176105943572,-0.006080159510451591,0.007753527976516735,0.20702514879000633
13858,ALL,CE,0.5786340024920658,1.279815988515805,165.3068791582172,0.0,0.9157210114468408,0.0156081551726149,-0.009347740923237983,5.773663169633179e-05,0.3041683908210773
13862,ALL,CHKP,-0.8650981120730937,2.39063782632469,117.66279506967652,0.0,0.8462670085279325,0.0180347311412244,-0.006289071413723268,0.0011291467575653019,0.12158665020363646
13863,ALL,CHT,-2.170051621625505,3.953352360818009,161.16530478070032,0.0,0.9117211047131498,0.0047200062528816,-0.009120004084603877,0.000467095368677715,0.08205342965852425
13865,ALL,CI,0.1005223265570918,1.0062338919770917,135.28791826493637,0.0,0.8791900448791579,0.00870138472319,-0.004358619244539426,0.009865682313715691,0.21480100195674756
13867,ALL,CL,-3.042002031647728,3.7025586554889167,106.90035391347732,0.0,0.819618683222283,0.0170515263700141,-0.0044077004047077895,0.01012908095875723,0.18775872484117528
13870,ALL,CMCSA,0.0024934140583025,1.0320430339565196,190.11374892011028,0.0,0.9349427143917632,0.0021113559831901,-0.012043924004183781,1.3934517697454815e-05,0.23452020684849006
13874,ALL,CMS,0.2248524980682564,1.22466975194774,154.60244784341975,0.0,0.9047958544328688,0.0155942742999701,-0.006829999834293796,0.0034840643855248124,0.20219886363708772
13877,ALL,CNI,-0.284384643410893,1.691662939507541,151.6666223878695,0.0,0.9014412091182836,0.0103335265336232,-0.007880641315233885,0.0006331345598543417,0.19684071524774183
13881,ALL,COO,-0.3840361782697212,1.082734267598258,199.04963247324045,0.0,0.9403119766310912,0.0287825382837161,-0.0030560429906215333,0.09874914272706907,0.16895931765193528
13888,ALL,CQP,-0.0086066075125047,1.2548248202809202,124.46644837641546,0.0,0.8603312923974168,0.0040934544551048,-0.006660367627122184,0.001214070289565433,0.09341451257919708
13889,ALL,CRH,-0.2350469872737392,1.867586853494904,129.6389476675449,0.0,0.8698324838680946,0.0303212627619002,-0.0060558715646230055,0.0018970988670070192,0.2423414504547079
13892,ALL,CSCO,0.4404199831544909,1.23497245681654,150.37906444279793,0.0,0.8999158856598893,0.0344211147060185,-0.006582717399442101,0.0037934644953116995,0.2076451530764385
13902,ALL,D,-2.0547190916757745,3.148284288983511,121.73064208302408,0.0,0.8549039791562139,0.0069150379494145,-0.0034599098450896937,0.07066341710170203,0.1869101195083308
13914,ALL,DIS,0.0854072168328336,1.0527387158727373,129.11363537489862,0.0,0.8689102616467361,0.0371843198694097,-0.007110444208818451,0.0004639963134522197,0.17076296018273174
13915,ALL,DLB,0.2328877418544696,1.4691408370548686,128.88534435751794,0.0,0.8685065776358899,0.0260145142580579,-0.007380436389765369,0.00027137282648503604,0.17190174776131062
13916,ALL,DLR,0.5742324184600602,1.3474922500381834,121.04805800773656,0.0,0.8535033865415693,0.0266052638513445,-0.004968757695292496,0.012243375812765866,0.11697994171122372
13917,ALL,DLTR,-0.6161359078022387,1.9867028051208024,86.93454969025312,0.0,0.7503131244637677,0.0262692551801776,-0.004455671156743422,0.003888336279449879,0.0889762972390642
13919,ALL,DOX,-1.0469605579318604,2.0091439975760146,151.3195720472068,0.0,0.9010333958406516,0.0178110840613981,-0.005787889615880191,0.008857691046540364,0.2583455466843506
13922,ALL,DTE,-0.2740584772958297,1.574273975816448,215.62782140425367,0.0,0.948684316228416,0.0013668132393788,-0.015028071308419858,6.280190668322959e-07,0.28609228084834315
13923,ALL,DUK,-1.5735821118194782,3.019703443798724,187.69890176268703,0.0,0.933370207510821,0.0002217120371599,-0.00830005002694828,0.0026084188316018273,0.22764620151226667
13932,ALL,ED,-1.4257338689953416,3.1618640038003067,104.01330980575064,0.0,0.8113811576990178,0.0188172331380307,-0.003525587800901509,0.04203671045541008,0.1308120230109654
13935,ALL,EG,-0.5978723792323674,1.47022808051288,149.8788966015863,0.0,0.8993141497930177,0.0130060132081413,-0.005612041717894027,0.0063955961742329604,0.34614495310903004
13941,ALL,EME,0.3706899524046467,1.1778208219562545,164.33711704538334,0.0,0.9148083945370744,0.0279404083895316,-0.00888139130952777,0.0002472288124119216,0.23534884256997657
13953,ALL,ES,0.0582126254257675,1.5291642108289751,132.3418185629409,0.0,0.8744343112230049,0.0234128630977956,-0.004985779205124992,0.016468228634570422,0.16843384931615968
13954,ALL,ESS,-0.5681160527580223,1.973551893331432,141.85474356943027,0.0,0.8889024761781353,0.0290769639903249,-0.0038773757962787827,0.07062482878107636,0.2188283932797107
13957,ALL,ETR,-0.4672536203857115,2.468529281201078,119.5336193411078,0.0,0.850326895755258,0.0290920908392643,-0.004076655405561132,0.02376961030822498,0.2542238373706517
13958,ALL,EVRG,-0.2029170735492982,1.619597569315073,140.9613852074567,0.0,0.8876485412910953,0.0102116722006719,-0.005302854700641733,0.014333144491103757,0.19283813228646807
13985,ALL,FTS,-1.622118487436163,3.970302415304368,103.33587425825168,0.0,0.8093729813223443,0.0475821874813445,-0.004039815647861115,0.014556980547771079,0.20163063385582736
13991,ALL,GIB,0.1074182156832068,1.145957064915368,208.2384971746565,0.0,0.9451810212873551,0.0001920624581078,-0.013552606705279281,2.3073755428773603e-05,0.14070503967103076
13994,ALL,GL,-0.4193814866122497,1.453061954232475,187.6807965117812,0.0,0.933358208306053,0.0146378957150195,-0.008120610904630655,0.00035522975565396153,0.4721427995822234
13995,ALL,GLW,0.2686464268572416,1.3217792724378827,144.44964783274523,0.0,0.8924326509319249,0.0061158142317048,-0.009196615025536101,2.669993467632783e-05,0.20975228720385952
14004,ALL,H,-1.080437267111998,2.733533359803292,89.21610601463034,0.0,0.7598933847750564,0.0232402795047727,-0.0033966278841321756,0.0216256307413121,0.19541757235091572
14006,ALL,HBAN,-0.2444621754827979,1.466587064898246,118.1045260798728,0.0,0.8472394907787664,0.0352796330324968,-0.004498044364689553,0.008088765263182671,0.3240118125015504
14009,ALL,HDB,-0.558357953330479,1.130419364619308,165.3542010061643,0.0,0.91576518046559,0.0405861072836803,-0.0022645640061579224,0.10918189039170756,0.11590994076118122
14014,ALL,HOLX,0.5158658120500431,1.19815039043564,99.8743658912802,0.0,0.7986371209852643,0.0486360281610864,-0.0046499904212773295,0.007159700778660909,0.07644415233181923
14015,ALL,HON,0.4468168075625787,1.018951184000204,215.81216604608872,0.0,0.9487674560265752,0.0031925797925758,-0.01212721443625553,1.9819297662798457e-05,0.36609844559496896
14030,ALL,IFF,-0.811192098092513,1.661215304229776,103.72841669526458,0.0,0.8105402083777448,0.0483463919250068,-0.003405368669242243,0.044179819717097585,0.1682132147563813
14031,ALL,IHG,-0.5065391624325962,1.471620390498132,143.3785442890587,0.0,0.8909953346396338,0.002902640923589,-0.007990626143884308,0.0002300432797254801,0.21476707035246934
14037,ALL,INTC,0.226771085077537,1.532789361407244,127.37785870477194,0.0,0.8657959421174278,0.0086391518435878,-0.006024916790968927,0.002668014471524585,0.17353052666553936
14053,ALL,JNJ,-0.6007439040103655,1.790376114921279,209.7378750852896,0.0,0.9459197659464544,0.0004279700139981,-0.011556486323209856,0.00017795703851373885,0.21367141376565613
14064,ALL,KMX,0.4238969463822956,1.244566202234939,107.36052846842335,0.0,0.8208853146168192,0.0243902100381563,-0.0037383641515011793,0.033930586712062005,0.14721722295001682
14065,ALL,KO,-2.2729129560805053,3.6284483775371568,163.0265960316548,0.0,0.9135521108110564,0.0049071406797934,-0.005527564104588576,0.017602592214707384,0.28407321751242587
14081,ALL,LNT,0.0706410089142541,1.432215296773106,187.80077574386075,0.0,0.9334376652629058,0.0046509151061051,-0.009032971395616662,0.001001031320763598,0.23228980502173313
14097,ALL,MCD,0.4440063933608191,1.552754333606033,144.57977679706627,0.0,0.8926054100237464,0.0336757706093041,-0.006263102256200155,0.0035232433507861086,0.24193257433541182
14102,ALL,MDT,-0.1851493657040621,1.4275913446049062,184.19599465544667,0.0,0.930988429842582,0.0044233895152889,-0.009581675065312226,0.00029609419779804325,0.2595386452616738
14121,ALL,MRK,-0.5360452653724632,1.8774823590946483,119.4184301603964,0.0,0.8500813208568279,0.0393137128687715,-0.004100779724304724,0.03209222884211196,0.15859656431013047
14149,ALL,NTRS,-0.5410501922824583,1.6856941265681495,171.25722747927523,0.0,0.9210213226459516,0.0014052767969702,-0.008218148928600424,0.0004372092195827112,0.33986173063164593
14156,ALL,O,-0.3914196817055385,1.743322770268995,111.43219537258668,0.0,0.8315712963655497,0.0411555587624559,-0.0031079963292092345,0.07509589212883892,0.21285177636844177
14164,ALL,OTEX,0.1331523083961824,1.1966565644435805,195.66545609154275,0.0,0.9383577988810424,0.0002672434990675,-0.011729822596242265,7.674281959531316e-05,0.17039987556102443
14173,ALL,PCAR,-0.5236035390828159,1.843929727277599,117.9911913897155,0.0,0.8469908103575858,0.0412206583768544,-0.006115759653919787,0.0006212249763558567,0.2504746820612873
14175,ALL,PEG,-0.5048307912685182,2.040679800123052,184.48352241978216,0.0,0.9311885879503128,0.0037139965575243,-0.010456817915324596,0.00011306896524247289,0.22762243297614793
14202,ALL,RCI,-2.138350526138171,3.8352058253404353,90.70109335680576,0.0,0.7658654839627901,0.0477269826013897,-0.003808053178519565,0.014223748516972555,0.1339786733035584
14207,ALL,RELX,-0.1961704230430289,1.2296117249211682,216.83022720473588,0.0,0.9492230494936104,0.0047658969738893,-0.011245356373737626,0.0005800245705872196,0.1738408030820423
14217,ALL,ROST,-0.5300735259242341,1.1234196300023267,165.61404359453562,0.0,0.916007112197182,0.0458678882080724,-0.001983455835006754,0.14308586957298108,0.2392930663878764
14222,ALL,RTX,-1.9391797844865653,3.014928420837127,104.70590397005266,0.0,0.8134041320016255,0.0235183172658723,-0.0023361926346920333,0.12619948180835983,0.33278433959311515
14228,ALL,SAP,-0.4013334947354998,1.7931671692374376,118.91943633194438,0.0,0.8490109074138426,0.0161821572393677,-0.0046206463484474835,0.016894954003231762,0.13467221600453416
14237,ALL,SIRI,-0.4373083689212328,1.3806449199613509,125.8394428992622,0.0,0.8629470020863427,0.0141174555562333,-0.003929649513456533,0.047170264111388756,0.17756990384810944
14248,ALL,SO,-1.052691973115224,2.961908000398292,116.38580196301076,0.0,0.8434061365565215,0.0280894045942614,-0.004961960311952026,0.006490448658526961,0.20269302328738248
14253,ALL,SRE,-0.205178585421586,1.2257705306246809,188.7251143036748,0.0,0.9340451885850016,0.0004138016581346,-0.011727555335059476,2.4168708384623956e-05,0.22115014360185858
14264,ALL,SWK,-0.0509756409567146,1.6377398077518603,162.718079766538,0.0,0.9132524506490496,0.0015411803443298,-0.011241488867530703,1.218040410417222e-06,0.2876030183273828
14267,ALL,SYY,0.1899626702062806,1.4112040983105656,161.82843936539888,0.0,0.9123798517479476,0.0014632988437838,-0.009651035033687857,4.826082395262168e-05,0.24312625791606357
14281,ALL,TFC,-0.8187641953742024,2.066710450212359,138.42685783010035,0.0,0.8839783833677245,0.0069010470427411,-0.00572748809132465,0.0026534557923003008,0.3544459385167412
14284,ALL,TJX,0.2120785120340272,1.0699310651704046,145.35362776552924,0.0,0.8936245676040355,0.0216580068877222,-0.005753584884608268,0.008380466089422221,0.22413594082777843
14295,ALL,TRP,-2.7515003840433763,4.622535174788119,93.11966998273768,0.0,0.7751708711196116,0.0114243854778558,-0.003049771549121194,0.04597979197198302,0.19632859231101119
14296,ALL,TRV,-0.8695210473197885,1.8538595899851555,171.02755810860552,0.0,0.9208258680651984,0.0184534000106292,-0.006867877145331357,0.0010506662320554755,0.4665135471693457
14306,ALL,TVE,-7.381032274190782,9.124150700240408,99.6579546975516,0.0,0.7979385381873517,0.0275218021377074,-0.004154818438284369,0.020445229597689563,0.006054526467139998
14313,ALL,UL,-1.3474571382115892,2.6401437027968795,144.46798426003994,0.0,0.8924570185633118,0.0093693282365766,-0.006811569656628548,0.00294540097200075,0.13646502150436302
14340,ALL,WEC,0.3496287578067428,1.2692917365178455,129.513097685929,0.0,0.8696123895901886,0.0178679611967654,-0.005097421993424213,0.014026987272114998,0.13939735915422247
14348,ALL,WPC,-0.8051971556662701,1.835074356093299,139.10846670385197,0.0,0.8849821200246691,0.0160169393347054,-0.004116688622969568,0.04659945889807691,0.24687802409802506
14355,ALL,WTW,-0.1850859104888952,2.061963042485416,153.71101419342844,0.0,0.9037949391959552,0.0033687015968051,-0.007840595021990115,0.0004972408885707407,0.25294246011934896
14357,ALL,XEL,0.3638119868884101,1.394799366273156,136.12561911486512,0.0,0.8804952250091894,0.03079079722229,-0.005972302943023701,0.004344107976547432,0.19617082021141263
14362,ALL,ZBH,-1.21924686616525,2.021358781912994,116.53286788313424,0.0,0.8437394114138839,0.0430834052311893,-0.0056758255846359445,0.001956299878600754,0.1971857813350899
14364,ALNY,AMAT,5.065216332542554,1.077090272904664,66.74499369825179,0.0,0.6391623841502635,0.0255903929799247,-0.007458302765490664,0.0013304454430116874,0.028768468050615947
14366,ALNY,AME,-0.0322694802948554,3.9707133062082978,77.91767864105499,0.0,0.7070869120218874,0.0124232943178428,-0.008833452751566117,0.000574979583249877,0.03902214500082901
14367,ALNY,AMGN,-2.227265306297076,4.150108229228225,79.82894142223851,0.0,0.7170233749350271,0.0191205154399672,-0.008535987649714628,0.0007477246155428497,0.09593438912409946
14368,ALNY,AMP,0.3257909111192762,3.2513426912624586,90.48624988877616,0.0,0.765013915422728,0.0057344893791882,-0.010023652061847604,0.00044076152258878574,0.04873080924933293
14369,ALNY,AMT,2.0933912615920742,2.9216604526210244,64.0033057789454,0.0,0.6195977866340119,0.0268113040345305,-0.007221905925844674,0.0014791013692017846,0.020634616691269647
14371,ALNY,ANSS,3.281779801158947,2.46973163594241,68.49490016573021,0.0,0.6510119919635312,0.0249564278367521,-0.007043129995471591,0.002181213562853998,0.0804959722919455
14372,ALNY,AON,1.4029828911859927,2.815938447614019,73.79737680861011,0.0,0.6840870101412766,0.0104649249211979,-0.007610052527494993,0.002313509411102583,0.0177284603385357
14373,ALNY,AOS,0.9319301343405628,2.07394046911088,62.82257270586847,0.0,0.6107820727037805,0.0363745695068595,-0.006099345949079038,0.006700000001682575,0.017810711340306318
14375,ALNY,APD,0.9679178131464712,3.804569446209667,72.92450091591306,0.0,0.6789218036919065,0.0122461045467668,-0.008236517538408119,0.0008484416660339887,0.02435890148595876
14376,ALNY,APH,0.8370075159054763,2.681710013064877,78.09462573892475,0.0,0.708025657316342,0.0199427277410144,-0.008037577398241673,0.0016279325391196035,0.0530281036966781
14377,ALNY,APO,3.165078391959308,1.607078166308601,76.34986391070049,0.0,0.6985967089111441,0.0080395435382472,-0.008509418762549431,0.0007880969439757263,0.03498868941716826
14378,ALNY,APTV,0.6073500786691485,2.2296672690124097,88.98591253908793,0.0,0.7589493672839108,0.0024048040415241,-0.010646608177824875,0.00017341492653057429,0.0349435365174765
14379,ALNY,ARCC,-2.265041878907766,6.8010625147323855,59.87558323184938,0.0,0.5877106946354194,0.029855587321329,-0.006042758922188514,0.005655924049683866,0.019411000817608715
14380,ALNY,ARE,0.0579305474259857,4.8873637565613945,69.22867792974286,0.0,0.6558382217514367,0.020181880767295,-0.007467366153738537,0.0016896631369597548,0.029399494396758374
14382,ALNY,ASX,-3.737180066220787,8.653085920853801,58.37474177207566,0.0,0.5753561694146068,0.0105023331814764,-0.006177666289544897,0.004006496624049531,0.024829911191023624
14384,ALNY,AVB,-5.053153700099788,9.699844578759604,49.481470331418656,0.0,0.4932925131502368,0.0481220397200699,-0.004819472050171462,0.014865685651703089,0.010603083956076342
14386,ALNY,AVY,2.851791587618475,1.987354378146268,73.30261103346739,0.0,0.681172283367532,0.0140810632705999,-0.00829952999976841,0.0008169735093180798,0.022514167211421854
14387,ALNY,AWK,2.371936953693822,2.464513056067483,66.62057023458976,0.0,0.6383012579437477,0.0224465943010438,-0.007277645315518583,0.001859523423614163,0.013316461455335382
14389,ALNY,AXP,-1.7112800326759596,5.609130543190315,65.4487649542235,0.0,0.6300676775507442,0.01723752428968,-0.007430061067866537,0.001221055704678532,0.026286228468364037
14390,ALNY,AZN,-1.5015126649148225,5.615801319214046,83.99974411488391,0.0,0.7372258597532813,0.0039141731414367,-0.009697327036093467,0.00034602203272905024,0.03822707459084396
14391,ALNY,AZO,0.676515385939145,3.768389163977107,65.85494370961717,0.0,0.6329471115807541,0.0480442652925576,-0.006068571205846608,0.008845314012484578,0.01754580236110126
14394,ALNY,BAC,1.0178651473528268,2.183933091960024,67.37057026431222,0.0,0.6434542753150757,0.0232573692470433,-0.007067192073257958,0.0025130181549664152,0.02738846566299402
14395,ALNY,BAH,3.6116472733331806,1.185762069183028,64.41582015918492,0.0,0.6226215717118613,0.0294284136059688,-0.007112555822875812,0.0017323240488545779,0.029934632412902618
14396,ALNY,BALL,2.003512252772808,2.9828015182068355,62.9151733167657,0.0,0.6114821489574452,0.0233317794162154,-0.0066386907929917634,0.0031517569608386603,0.020248004251496532
14401,ALNY,BBY,3.1406940079966725,2.386438421156398,70.77622639178789,0.0,0.6657484927172084,0.0101851946523212,-0.0073851838386494555,0.002233844181003445,0.028000964866908284
14402,ALNY,BCE,-13.942049433060191,17.65318700609956,63.92219392813228,0.0,0.618999827296965,0.0153375743816715,-0.007530669334766507,0.0008999622982386995,0.02284356143738131
14407,ALNY,BEP,3.017724716467676,3.738877284964932,60.82327891940236,0.0,0.5952994397460534,0.0186782289624935,-0.0070593963788096415,0.0013779052092689457,0.017273208344176783
14412,ALNY,BIP,0.6082794986962936,3.603814824366082,70.29417440035135,0.0,0.6627000258836746,0.0163905376148031,-0.008112674695085996,0.0007914563793796355,0.017041651827181536
14414,ALNY,BKNG,-1.6555169978022364,3.7645221707996335,58.79992262022126,0.0,0.5788984348166576,0.0347082738556139,-0.0052309494160684205,0.014253437415504175,0.0435839179320453
14417,ALNY,BLK,0.7584764431524321,3.338594989585001,88.70620540735734,0.0,0.7577955845216747,0.0055244103178032,-0.010123418461543885,0.00028925900692704557,0.058772774494663005
14420,ALNY,BMY,-8.707657590050065,10.098822595453742,77.32110354232422,0.0,0.7038930605006533,0.0068461331797862,-0.007744062987907037,0.0021955637594078398,0.05737958216247541
14421,ALNY,BN,0.1158091123950793,3.5082363291403085,78.06128682064804,0.0,0.7078490844818429,0.0126427814141635,-0.008560993365037978,0.0009100298034028096,0.03042101785639617
14424,ALNY,BR,2.9941099227614933,1.691456726662744,69.29127557411984,0.0,0.6562461113164884,0.0221570769441825,-0.007041038359167324,0.0031461786182793764,0.025881189217420997
14425,ALNY,BRO,2.323696118336443,3.0741941893167217,66.82404099589206,0.0,0.6397081684596111,0.0353089643583325,-0.006791051286765937,0.0034820469714130046,0.029584236611388093
14430,ALNY,BX,4.578385588474244,1.3431174063159663,71.08163742686207,0.0,0.6676621025483545,0.0302570507250367,-0.007206790437887657,0.002849449452893168,0.03402513447252198
14434,ALNY,CASY,0.0896604367804929,4.133222007538192,63.2788439851844,0.0,0.6142171840820996,0.0300485391756378,-0.005948686070696106,0.008238314205953142,0.02524587978573889
14435,ALNY,CAT,0.7566056522408391,6.168129218208848,56.8079206627154,0.0,0.5620099709012419,0.0237021630826956,-0.006321972811133886,0.002789765689859952,0.02334316577863682
14436,ALNY,CB,-4.132236817385116,7.015612069169335,62.081838539109086,0.0,0.605128132729992,0.0195359237557184,-0.00633559738067524,0.004610856914758852,0.015269733174510747
14437,ALNY,CBOE,0.3305438007135246,2.9543560889355023,58.73860543946984,0.0,0.5783896635896539,0.0473770419828777,-0.006224358204736425,0.0040857989944219795,0.01188684353470304
14438,ALNY,CBRE,0.8340697199033535,3.585174206889348,77.42824334796215,0.0,0.7044699490566864,0.0110603611117347,-0.008022117746529419,0.001814726256459874,0.026669546421685508
14439,ALNY,CCEP,-1.4840197958103898,4.853898738495564,54.10199416168656,0.0,0.5378559188722114,0.0400999596711235,-0.0054600859195841085,0.008213011392186935,0.016322253076083926
14440,ALNY,CCI,0.6437566782674385,3.3971201226713417,70.67570189080648,0.0,0.6651156277374448,0.0176145565191898,-0.008104634392354024,0.0008160384640575921,0.021142711243901324
14443,ALNY,CDNS,5.357640476809234,1.004349205812307,65.56874222701964,0.0,0.6309210367986734,0.0319387483434139,-0.006686114451535539,0.003437390466966449,0.039102244767980965
14444,ALNY,CE,0.7789185044107053,4.498063786821708,64.5420938594523,0.0,0.6235414220786895,0.0228265040047311,-0.007046986330074355,0.001933241305380306,0.029962996280335275
14447,ALNY,CHD,0.5423052089691759,3.681761601478426,60.82791208849601,0.0,0.5953361413251645,0.0357577706387425,-0.005975304347857719,0.007016491700397172,0.008794875315022432
14449,ALNY,CHT,-9.052623394275065,14.02069618067512,65.74128311067935,0.0,0.632144100089896,0.0183871839107191,-0.007041007614585057,0.002379572858106334,0.014694097755756808
14450,ALNY,CHTR,3.151187493784249,1.2818482927915724,72.2818300799758,0.0,0.6750504494715002,0.0189005091944344,-0.00829579779231384,0.0006920046706934519,0.03148458469622328
14451,ALNY,CI,-0.7670050135413321,3.239182810892462,70.8303500349854,0.0,0.6660886165429355,0.0096473701889956,-0.0074688054747396185,0.0020055663277769656,0.027320858705596418
14453,ALNY,CL,-14.230092826621204,14.37069793785636,73.21081279795905,0.0,0.6806277468462095,0.0034881269559378,-0.008471766345063868,0.0006519234747913331,0.01755538072435736
14454,ALNY,CLX,-0.7505386537962474,4.693899423511311,60.47680533938362,0.0,0.5925438924199576,0.0430058096115817,-0.005963781759164639,0.007033093524050369,0.005584565898720029
14455,ALNY,CM,-5.716644509842838,10.768159701836892,57.7769470045446,0.0,0.5703187176239364,0.0366512946314853,-0.006146391136061679,0.004058216704167165,0.019531813300041945
14456,ALNY,CMCSA,-1.5241041436016731,3.717377075833377,71.24257970647513,0.0,0.6686650037230674,0.0209286877049675,-0.008183599765694358,0.0007357416962958174,0.029421682558293027
14458,ALNY,CMG,3.120027695585503,3.512496245120127,62.143812856802576,0.0,0.6056048630699921,0.0196627885924445,-0.006203554878400095,0.005237721103822111,0.029597771262842576
14459,ALNY,CMI,-2.0734474513509085,6.302844774151369,67.45300037053947,0.0,0.6440151430437522,0.0155959324793671,-0.008055216873309031,0.000617093102437065,0.017821162785497946
14462,ALNY,CNC,2.0620436280301555,2.0050476801628583,66.70425117779823,0.0,0.6388806830466203,0.0150707394907147,-0.006563069219987625,0.004671909341036536,0.031013635310367937
